QTL_ID	PosInGenome	MutEffect	Freq	OriginTick

1.1625e+06	267697.0	-0.131961	1.0	93037.0
1.10943e+06	479096.0	-0.037765	1.0	88801.0
1.32377e+06	186714.0	0.00722865	1.0	105924.0
394264.0	228999.0	0.0464718	1.0	31473.0
1.32708e+06	462752.0	-0.0367259	1.0	106187.0
431298.0	481433.0	0.0132321	1.0	34437.0
945742.0	195948.0	-0.0162073	1.0	75689.0
1.31903e+06	445245.0	-0.0148239	1.0	105527.0
627013.0	206914.0	-0.03279	1.0	50124.0
2.07758e+06	278157.0	0.0335176	1.0	166113.0
1.12584e+06	254388.0	0.0986589	1.0	90120.0
566829.0	232659.0	0.0624003	1.0	45302.0
2.89102e+06	410019.0	0.0527614	1.0	230985.0
1.39851e+06	91673.0	-0.0254106	1.0	111904.0
1.41918e+06	497321.0	-0.0151196	1.0	113546.0
906525.0	317034.0	-0.0623859	1.0	72557.0
2.87237e+06	16097.0	-0.0737374	1.0	229508.0
222103.0	117231.0	0.0025685	1.0	17668.0
513681.0	341590.0	-0.274417	1.0	41045.0
809842.0	444438.0	0.0237799	1.0	64772.0
406090.0	126834.0	0.00845467	1.0	32416.0
327251.0	321489.0	-0.0248855	1.0	26104.0
692634.0	201534.0	0.0822685	1.0	55396.0
2.44701e+06	287174.0	0.0173254	1.0	195624.0
828939.0	447570.0	-0.0807064	1.0	66307.0
468783.0	334332.0	0.161977	1.0	37442.0
643480.0	14476.0	-0.10715	1.0	51438.0
1.44643e+06	179853.0	0.0723749	1.0	115729.0
1.28617e+06	474015.0	0.413997	1.0	102901.0
2.5635e+06	180976.0	0.0259874	1.0	204911.0
1.27976e+06	163082.0	0.0787141	1.0	102394.0
1.28779e+06	464294.0	-0.393951	1.0	103029.0
891786.0	117913.0	0.125821	1.0	71374.0
2.7122e+06	418951.0	0.0335189	1.0	216785.0
2.66201e+06	192755.0	-0.0475504	1.0	212809.0
1.04302e+06	173561.0	-0.00679729	1.0	83494.0
1.06532e+06	313529.0	0.0017622	1.0	85270.0
1.66203e+06	334554.0	0.0259019	1.0	132956.0
633665.0	399657.0	0.0998234	1.0	50654.0
1.29585e+06	30945.0	-0.0215142	1.0	103678.0
2.37071e+06	144398.0	-0.0144239	1.0	189523.0
1.18453e+06	131240.0	0.0539618	1.0	94787.0
1.7605e+06	167562.0	-0.0438863	1.0	140824.0
1.73324e+06	470018.0	-0.0375934	1.0	138622.0
1.67735e+06	11897.0	-0.0315507	1.0	134179.0
1.53891e+06	190218.0	-0.152429	1.0	123170.0
1.72946e+06	409144.0	-0.012935	1.0	138324.0
1.35787e+06	451008.0	0.0715007	1.0	108645.0
2.41906e+06	443715.0	0.00539942	1.0	193405.0
1.15113e+06	82964.0	0.0581706	1.0	92130.0
724895.0	35279.0	0.0656192	1.0	57976.0
397333.0	242026.0	-0.111028	1.0	31711.0
510090.0	358052.0	0.0272712	1.0	40755.0
2.26752e+06	157854.0	-0.0255502	1.0	181289.0
407166.0	408340.0	0.00817002	1.0	32503.0
1.19859e+06	231665.0	-0.0343124	1.0	95904.0
2.87757e+06	357739.0	-0.101813	0.962506	229922.0
2.179e+06	370087.0	0.0457737	0.962506	174207.0
2.61834e+06	42927.0	0.0074099	0.736703	209306.0
1.91479e+06	391035.0	0.0650689	0.672257	153159.0
2.72537e+06	398116.0	-0.0351915	0.672257	217830.0
2.76107e+06	395396.0	-0.0341561	0.672257	220694.0
2.59131e+06	384585.0	0.0323106	0.672257	207145.0
2.88176e+06	331039.0	-0.0317057	0.6707	230251.0
1.94426e+06	334238.0	0.0517584	0.667226	155504.0
1.92563e+06	331219.0	-0.0717155	0.666507	154015.0
2.18869e+06	339446.0	-0.0577927	0.661356	174987.0
1.94128e+06	346827.0	0.0709489	0.646502	155267.0
2.39854e+06	346041.0	-0.00601589	0.646502	191748.0
2.88338e+06	491047.0	-0.000249139	0.46598	230381.0
2.91035e+06	308233.0	-0.00537069	0.463704	232532.0
2.51405e+06	303658.0	-0.0417504	0.461188	200960.0
2.92308e+06	492275.0	0.0469344	0.460829	233548.0
2.75083e+06	321452.0	0.026643	0.341878	219879.0
2.58411e+06	331539.0	-0.00415913	0.333493	206570.0
2.94624e+06	191512.0	0.0324811	0.332535	235403.0
2.86561e+06	393672.0	-0.0340931	0.327743	228977.0
2.02301e+06	387574.0	0.0587105	0.327743	161752.0
3.06509e+06	173146.0	0.0316267	0.260901	244891.0
2.96057e+06	310180.0	-0.00284698	0.220172	236569.0
2.97697e+06	404018.0	0.0386274	0.220053	237882.0
3.09016e+06	11185.0	0.0480444	0.213464	246908.0
2.84485e+06	175972.0	0.0437642	0.211667	227321.0
3.1046e+06	394362.0	0.0344296	0.211188	248061.0
2.96099e+06	423337.0	0.0506907	0.17633	236604.0
2.68759e+06	63942.0	0.258403	0.155606	214837.0
2.70577e+06	66486.0	-0.182913	0.155606	216284.0
3.07038e+06	51056.0	0.105488	0.137398	245321.0
2.58576e+06	460543.0	-0.0192763	0.120388	206697.0
3.06804e+06	131528.0	-0.0360449	0.118232	245130.0
2.93362e+06	333699.0	-0.030321	0.113081	234388.0
2.97958e+06	320968.0	0.0319497	0.0963105	238085.0
3.02268e+06	130563.0	0.0117232	0.09092	241505.0
2.52181e+06	1365.0	0.0579082	0.0879253	201577.0
2.98728e+06	302425.0	0.00101211	0.0810973	238692.0
3.05186e+06	146079.0	0.0648646	0.0797796	243852.0
3.01488e+06	99727.0	0.037247	0.0787015	240890.0
3.08517e+06	314165.0	0.0696189	0.0781025	246509.0
3.04506e+06	436368.0	-0.0454343	0.0650455	243307.0
3.11442e+06	409227.0	-0.00326403	0.063608	248836.0
3.0105e+06	400925.0	0.0781648	0.0634883	240541.0
3.11698e+06	210819.0	-0.0330607	0.061931	249037.0
3.06403e+06	421606.0	-0.178754	0.0604935	244805.0
3.02984e+06	286220.0	0.0121398	0.0590561	242083.0
3.07506e+06	293104.0	-0.0402695	0.0590561	245692.0
3.11023e+06	287927.0	-0.12108	0.0590561	248500.0
3.11736e+06	290426.0	-0.114027	0.0563009	249069.0
3.07882e+06	29423.0	-0.0640002	0.055103	245995.0
3.08027e+06	246038.0	0.0747258	0.0461188	246113.0
3.12054e+06	419936.0	-0.149483	0.0446814	249325.0
3.10817e+06	53387.0	-0.16004	0.0418064	248346.0
3.09144e+06	236448.0	0.185732	0.0383325	247010.0
3.09924e+06	194262.0	-0.123028	0.0372544	247636.0
3.09904e+06	178047.0	0.199983	0.0371346	247620.0
3.07331e+06	231842.0	0.0524597	0.0365357	245553.0
3.10368e+06	62408.0	-0.0680903	0.035218	247990.0
3.10928e+06	343905.0	0.00379919	0.0350982	248429.0
3.09435e+06	222879.0	0.24845	0.0324629	247240.0
3.12199e+06	435739.0	-0.0324917	0.0309056	249438.0
3.11818e+06	208042.0	-0.0122922	0.0298275	249136.0
3.11208e+06	373632.0	0.0526721	0.0298275	248647.0
3.11844e+06	29493.0	0.0263167	0.0291088	249158.0
2.98658e+06	334823.0	-0.107514	0.0281505	238637.0
3.10917e+06	128136.0	0.155609	0.0271921	248420.0
3.08432e+06	121674.0	0.016964	0.0269526	246436.0
