Region	Region	Fst

1.0	2.0	0.076004
1.0	3.0	0.163102
1.0	4.0	0.154719
1.0	5.0	0.236322
1.0	6.0	0.239694
1.0	7.0	0.288585
1.0	8.0	0.29681
1.0	9.0	0.296814
1.0	10.0	0.322196
2.0	3.0	0.0288124
2.0	4.0	0.0496181
2.0	5.0	0.181893
2.0	6.0	0.152554
2.0	7.0	0.178777
2.0	8.0	0.191542
2.0	9.0	0.190064
2.0	10.0	0.214589
3.0	4.0	0.0340276
3.0	5.0	0.174575
3.0	6.0	0.144533
3.0	7.0	0.151766
3.0	8.0	0.175936
3.0	9.0	0.179127
3.0	10.0	0.204261
4.0	5.0	0.0973423
4.0	6.0	0.104585
4.0	7.0	0.127961
4.0	8.0	0.138457
4.0	9.0	0.152375
4.0	10.0	0.188782
5.0	6.0	0.0896325
5.0	7.0	0.139902
5.0	8.0	0.169335
5.0	9.0	0.187445
5.0	10.0	0.231403
6.0	7.0	0.0312225
6.0	8.0	0.0696991
6.0	9.0	0.0776044
6.0	10.0	0.120317
7.0	8.0	0.0276799
7.0	9.0	0.0567031
7.0	10.0	0.0932813
8.0	9.0	0.026072
8.0	10.0	0.0542728
9.0	10.0	0.0276939
