Region	Region	Fst

1.0	2.0	0.0266777
1.0	3.0	0.0723279
1.0	4.0	0.119781
1.0	5.0	0.179659
1.0	6.0	0.200727
1.0	7.0	0.202896
1.0	8.0	0.257127
1.0	9.0	0.278583
1.0	10.0	0.260775
2.0	3.0	0.0277077
2.0	4.0	0.0542743
2.0	5.0	0.110471
2.0	6.0	0.152377
2.0	7.0	0.16089
2.0	8.0	0.2336
2.0	9.0	0.269135
2.0	10.0	0.253278
3.0	4.0	0.0317608
3.0	5.0	0.0978553
3.0	6.0	0.146474
3.0	7.0	0.171321
3.0	8.0	0.246138
3.0	9.0	0.287186
3.0	10.0	0.268862
4.0	5.0	0.0499762
4.0	6.0	0.129017
4.0	7.0	0.153959
4.0	8.0	0.247935
4.0	9.0	0.308196
4.0	10.0	0.300462
5.0	6.0	0.0451826
5.0	7.0	0.0820748
5.0	8.0	0.17976
5.0	9.0	0.255983
5.0	10.0	0.263809
6.0	7.0	0.0327146
6.0	8.0	0.111402
6.0	9.0	0.179697
6.0	10.0	0.190839
7.0	8.0	0.0679012
7.0	9.0	0.16162
7.0	10.0	0.193077
8.0	9.0	0.0548829
8.0	10.0	0.110733
9.0	10.0	0.0438628
