Region	Region	Fst

1.0	2.0	0.0608475
1.0	3.0	0.107368
1.0	4.0	0.201486
1.0	5.0	0.229607
1.0	6.0	0.341311
1.0	7.0	0.313517
1.0	8.0	0.342259
1.0	9.0	0.363688
1.0	10.0	0.398439
2.0	3.0	0.048115
2.0	4.0	0.150462
2.0	5.0	0.197903
2.0	6.0	0.334182
2.0	7.0	0.314736
2.0	8.0	0.341053
2.0	9.0	0.379575
2.0	10.0	0.413971
3.0	4.0	0.108558
3.0	5.0	0.158453
3.0	6.0	0.308334
3.0	7.0	0.291641
3.0	8.0	0.31144
3.0	9.0	0.339551
3.0	10.0	0.37757
4.0	5.0	0.0456026
4.0	6.0	0.183426
4.0	7.0	0.196949
4.0	8.0	0.196835
4.0	9.0	0.2374
4.0	10.0	0.267738
5.0	6.0	0.0949793
5.0	7.0	0.124756
5.0	8.0	0.143027
5.0	9.0	0.199292
5.0	10.0	0.246716
6.0	7.0	0.0747743
6.0	8.0	0.137578
6.0	9.0	0.20935
6.0	10.0	0.268482
7.0	8.0	0.061326
7.0	9.0	0.132139
7.0	10.0	0.212655
8.0	9.0	0.0553726
8.0	10.0	0.13501
9.0	10.0	0.0365102
