Region	Region	Fst

1.0	2.0	0.0708681
1.0	3.0	0.114842
1.0	4.0	0.199709
1.0	5.0	0.297555
1.0	6.0	0.466491
1.0	7.0	0.560891
1.0	8.0	0.633853
1.0	9.0	0.609422
1.0	10.0	0.628045
2.0	3.0	0.0502355
2.0	4.0	0.126957
2.0	5.0	0.231437
2.0	6.0	0.415125
2.0	7.0	0.517068
2.0	8.0	0.595009
2.0	9.0	0.565548
2.0	10.0	0.589096
3.0	4.0	0.0735242
3.0	5.0	0.176815
3.0	6.0	0.366886
3.0	7.0	0.472136
3.0	8.0	0.553283
3.0	9.0	0.520699
3.0	10.0	0.540522
4.0	5.0	0.0637249
4.0	6.0	0.239456
4.0	7.0	0.34512
4.0	8.0	0.426238
4.0	9.0	0.392516
4.0	10.0	0.410051
5.0	6.0	0.128948
5.0	7.0	0.217732
5.0	8.0	0.290082
5.0	9.0	0.257029
5.0	10.0	0.286388
6.0	7.0	0.0435029
6.0	8.0	0.102877
6.0	9.0	0.103836
6.0	10.0	0.119982
7.0	8.0	0.0263118
7.0	9.0	0.0597336
7.0	10.0	0.0999588
8.0	9.0	0.0308606
8.0	10.0	0.0794953
9.0	10.0	0.0431354
