Region	Region	Fst

1.0	2.0	0.0685995
1.0	3.0	0.069158
1.0	4.0	0.143567
1.0	5.0	0.231132
1.0	6.0	0.27016
1.0	7.0	0.284869
1.0	8.0	0.367868
1.0	9.0	0.359453
1.0	10.0	0.368403
2.0	3.0	0.0844748
2.0	4.0	0.166973
2.0	5.0	0.226425
2.0	6.0	0.283511
2.0	7.0	0.337934
2.0	8.0	0.434608
2.0	9.0	0.421425
2.0	10.0	0.41988
3.0	4.0	0.0286301
3.0	5.0	0.100477
3.0	6.0	0.152171
3.0	7.0	0.1636
3.0	8.0	0.265777
3.0	9.0	0.271993
3.0	10.0	0.295848
4.0	5.0	0.0580335
4.0	6.0	0.110026
4.0	7.0	0.103535
4.0	8.0	0.193325
4.0	9.0	0.191895
4.0	10.0	0.229144
5.0	6.0	0.0674484
5.0	7.0	0.121683
5.0	8.0	0.232227
5.0	9.0	0.232388
5.0	10.0	0.260743
6.0	7.0	0.076758
6.0	8.0	0.206244
6.0	9.0	0.215372
6.0	10.0	0.240984
7.0	8.0	0.0612973
7.0	9.0	0.105802
7.0	10.0	0.163446
8.0	9.0	0.0423657
8.0	10.0	0.133987
9.0	10.0	0.0657061
