Region	Region	Fst

1.0	2.0	0.0759264
1.0	3.0	0.148542
1.0	4.0	0.220353
1.0	5.0	0.313833
1.0	6.0	0.389536
1.0	7.0	0.481972
1.0	8.0	0.469534
1.0	9.0	0.471062
1.0	10.0	0.466708
2.0	3.0	0.058724
2.0	4.0	0.157149
2.0	5.0	0.271606
2.0	6.0	0.360873
2.0	7.0	0.456603
2.0	8.0	0.438827
2.0	9.0	0.440288
2.0	10.0	0.438359
3.0	4.0	0.0729125
3.0	5.0	0.1905
3.0	6.0	0.303717
3.0	7.0	0.421217
3.0	8.0	0.403355
3.0	9.0	0.407724
3.0	10.0	0.4047
4.0	5.0	0.0765808
4.0	6.0	0.208815
4.0	7.0	0.331579
4.0	8.0	0.318403
4.0	9.0	0.322096
4.0	10.0	0.311709
5.0	6.0	0.0875693
5.0	7.0	0.211129
5.0	8.0	0.19954
5.0	9.0	0.217641
5.0	10.0	0.219276
6.0	7.0	0.0716815
6.0	8.0	0.09536
6.0	9.0	0.12658
6.0	10.0	0.1432
7.0	8.0	0.0641715
7.0	9.0	0.0602424
7.0	10.0	0.0794258
8.0	9.0	0.0375157
8.0	10.0	0.0751664
9.0	10.0	0.00740179
