Region	Region	Fst

1.0	2.0	0.0515594
1.0	3.0	0.0910236
1.0	4.0	0.176893
1.0	5.0	0.316865
1.0	6.0	0.37557
1.0	7.0	0.405765
1.0	8.0	0.397373
1.0	9.0	0.478088
1.0	10.0	0.510721
2.0	3.0	0.0778026
2.0	4.0	0.0970868
2.0	5.0	0.237621
2.0	6.0	0.300896
2.0	7.0	0.338799
2.0	8.0	0.336705
2.0	9.0	0.426434
2.0	10.0	0.455043
3.0	4.0	0.088103
3.0	5.0	0.333867
3.0	6.0	0.360052
3.0	7.0	0.384596
3.0	8.0	0.363254
3.0	9.0	0.453659
3.0	10.0	0.480056
4.0	5.0	0.213827
4.0	6.0	0.237416
4.0	7.0	0.260368
4.0	8.0	0.243634
4.0	9.0	0.353814
4.0	10.0	0.375296
5.0	6.0	0.0449431
5.0	7.0	0.098858
5.0	8.0	0.169001
5.0	9.0	0.247736
5.0	10.0	0.27532
6.0	7.0	0.0235169
6.0	8.0	0.0892759
6.0	9.0	0.151289
6.0	10.0	0.176576
7.0	8.0	0.038415
7.0	9.0	0.0966356
7.0	10.0	0.122413
8.0	9.0	0.0556906
8.0	10.0	0.0822242
9.0	10.0	0.0291916
