Region	Region	Fst

1.0	2.0	0.0704227
1.0	3.0	0.126154
1.0	4.0	0.151236
1.0	5.0	0.261826
1.0	6.0	0.287665
1.0	7.0	0.345952
1.0	8.0	0.373131
1.0	9.0	0.393242
1.0	10.0	0.486502
2.0	3.0	0.0986036
2.0	4.0	0.128799
2.0	5.0	0.275861
2.0	6.0	0.29937
2.0	7.0	0.364243
2.0	8.0	0.385664
2.0	9.0	0.406116
2.0	10.0	0.499672
3.0	4.0	0.0422159
3.0	5.0	0.141767
3.0	6.0	0.171317
3.0	7.0	0.245074
3.0	8.0	0.268158
3.0	9.0	0.289739
3.0	10.0	0.375416
4.0	5.0	0.119848
4.0	6.0	0.171352
4.0	7.0	0.260523
4.0	8.0	0.293945
4.0	9.0	0.322596
4.0	10.0	0.433299
5.0	6.0	0.0226999
5.0	7.0	0.117693
5.0	8.0	0.182186
5.0	9.0	0.229865
5.0	10.0	0.340041
6.0	7.0	0.0586282
6.0	8.0	0.12352
6.0	9.0	0.17523
6.0	10.0	0.273228
7.0	8.0	0.0526586
7.0	9.0	0.103322
7.0	10.0	0.199958
8.0	9.0	0.0158096
8.0	10.0	0.116533
9.0	10.0	0.0683187
