Region	Region	Fst

1.0	2.0	0.0183439
1.0	3.0	0.053008
1.0	4.0	0.125556
1.0	5.0	0.20033
1.0	6.0	0.293507
1.0	7.0	0.36483
1.0	8.0	0.429864
1.0	9.0	0.407342
1.0	10.0	0.450692
2.0	3.0	0.0332522
2.0	4.0	0.105906
2.0	5.0	0.204248
2.0	6.0	0.299435
2.0	7.0	0.352204
2.0	8.0	0.408023
2.0	9.0	0.391703
2.0	10.0	0.425707
3.0	4.0	0.0381946
3.0	5.0	0.14606
3.0	6.0	0.257533
3.0	7.0	0.304171
3.0	8.0	0.361189
3.0	9.0	0.347723
3.0	10.0	0.369601
4.0	5.0	0.0759927
4.0	6.0	0.176817
4.0	7.0	0.200676
4.0	8.0	0.249992
4.0	9.0	0.246458
4.0	10.0	0.261723
5.0	6.0	0.0545953
5.0	7.0	0.137465
5.0	8.0	0.226271
5.0	9.0	0.207226
5.0	10.0	0.276363
6.0	7.0	0.0896035
6.0	8.0	0.194945
6.0	9.0	0.166673
6.0	10.0	0.270513
7.0	8.0	0.037276
7.0	9.0	0.0345874
7.0	10.0	0.123897
8.0	9.0	0.0108879
8.0	10.0	0.059372
9.0	10.0	0.0625196
