QTL_ID	PosInGenome	MutEffect	Freq	OriginTick

41991.0	164881.0	-0.00354034	1.0	3396.0
2.10022e+06	394286.0	1.27857e-05	1.0	170090.0
2.57439e+06	51741.0	0.00324489	0.927262	211713.0
2.56537e+06	220311.0	-0.0553113	0.71383	210480.0
2.52068e+06	207860.0	0.1971	0.71383	204130.0
2.60294e+06	303139.0	0.0147816	0.694699	215410.0
2.56398e+06	408451.0	0.0250986	0.682144	210290.0
2.79083e+06	230173.0	0.0456651	0.4167	239707.0
2.66546e+06	468617.0	-0.00817213	0.379035	223531.0
2.82977e+06	239774.0	-0.0779685	0.331606	244793.0
2.52104e+06	405866.0	0.113502	0.317856	204163.0
2.60771e+06	317763.0	0.0276313	0.304504	216030.0
2.80794e+06	417649.0	0.0160642	0.300717	241933.0
2.51717e+06	223624.0	0.0309461	0.28617	203852.0
2.84934e+06	238893.0	-0.00625006	0.272619	247327.0
2.82861e+06	228782.0	0.00959678	0.179952	244647.0
2.6948e+06	97345.0	-0.021574	0.146074	227403.0
2.84015e+06	353475.0	0.0352938	0.118374	246121.0
2.76016e+06	304129.0	-0.0379732	0.110004	235784.0
2.65129e+06	329614.0	-0.0170156	0.103826	221680.0
2.83056e+06	17789.0	0.00404024	0.0872858	244889.0
2.86225e+06	121756.0	-0.0110515	0.0741331	249014.0
2.80034e+06	214991.0	-0.0216214	0.0723396	240933.0
2.77965e+06	223909.0	0.0420899	0.0723396	238269.0
2.84111e+06	37651.0	0.00886187	0.0635711	246245.0
2.81838e+06	276734.0	0.000455418	0.0534077	243309.0
2.86633e+06	474036.0	0.022961	0.0452371	249537.0
2.86607e+06	71540.0	0.0033266	0.0390594	249504.0
2.83563e+06	277197.0	-0.00319746	0.0374651	245539.0
2.86465e+06	297318.0	-0.0311036	0.0233161	249315.0
2.8655e+06	228912.0	0.00881611	0.0217218	249431.0
2.86891e+06	285453.0	0.0482302	0.016939	249873.0
2.72528e+06	480423.0	-0.00102221	0.0141491	231321.0
2.86667e+06	428073.0	-0.0127219	0.0141491	249579.0
2.86116e+06	234499.0	-0.0557979	0.0129534	248874.0
2.86634e+06	293010.0	0.0069106	0.0109605	249538.0
2.86913e+06	32958.0	0.0495801	0.00956556	249903.0
2.86643e+06	46809.0	-0.0701309	0.0079713	249550.0
2.86776e+06	35443.0	-0.0426941	0.00777202	249723.0
2.86895e+06	480669.0	0.02508	0.00757274	249878.0
2.86898e+06	289335.0	-0.0765225	0.00697489	249882.0
2.86536e+06	54192.0	-0.00415096	0.00677561	249411.0
2.86782e+06	458651.0	0.026352	0.00577919	249731.0
2.86832e+06	181523.0	-0.0393119	0.00418493	249796.0
2.86966e+06	138224.0	-0.0874578	0.00398565	249973.0
2.86861e+06	230687.0	-0.0300744	0.00378637	249833.0
2.86916e+06	498185.0	0.0807933	0.00358709	249908.0
2.86971e+06	378700.0	-0.144516	0.0033878	249977.0
2.8696e+06	283757.0	-0.2097	0.00259067	249965.0
2.86917e+06	245705.0	-0.0120892	0.00259067	249908.0
2.86976e+06	305340.0	0.170049	0.00259067	249983.0
2.86825e+06	252770.0	0.0404406	0.00239139	249788.0
2.86805e+06	298146.0	0.0177416	0.00239139	249762.0
2.8698e+06	176999.0	0.100822	0.00179354	249987.0
2.86389e+06	477879.0	0.084427	0.00179354	249220.0
2.86897e+06	4895.0	-0.0734977	0.00139498	249880.0
2.86953e+06	84343.0	-0.0342661	0.00139498	249956.0
2.86981e+06	360916.0	0.10253	0.00139498	249988.0
2.86977e+06	331790.0	0.1638	0.0011957	249984.0
2.86935e+06	98844.0	-0.139229	0.000996413	249932.0
2.86895e+06	315563.0	-0.0309721	0.000996413	249878.0
2.86958e+06	496041.0	0.187565	0.000996413	249962.0
2.8697e+06	30338.0	0.0325996	0.000996413	249976.0
2.86953e+06	419862.0	-0.0370492	0.00079713	249956.0
2.86985e+06	222600.0	-0.274006	0.00079713	249995.0
2.86968e+06	307284.0	-0.0302373	0.00079713	249974.0
2.86974e+06	477924.0	0.228687	0.00079713	249981.0
2.86957e+06	220858.0	0.0443683	0.000597848	249961.0
2.86977e+06	307590.0	0.11263	0.000597848	249984.0
2.86984e+06	205893.0	-0.0168252	0.000597848	249992.0
2.86906e+06	96361.0	0.0549354	0.000597848	249893.0
2.86969e+06	177876.0	0.200583	0.000597848	249975.0
2.86982e+06	491623.0	-0.13046	0.000597848	249990.0
2.86977e+06	169042.0	0.063873	0.000597848	249984.0
2.86962e+06	331550.0	-0.0466608	0.000597848	249968.0
2.86806e+06	262820.0	-0.0196895	0.000597848	249763.0
