QTL_ID	Freq	MutEffect

41991.0	1.0	-0.00354034
2.10022e+06	1.0	1.27857e-05
2.57439e+06	0.927262	0.00324489
2.56537e+06	0.71383	-0.0553113
2.52068e+06	0.71383	0.1971
2.60294e+06	0.694699	0.0147816
2.56398e+06	0.682144	0.0250986
2.79083e+06	0.4167	0.0456651
2.66546e+06	0.379035	-0.00817213
2.82977e+06	0.331606	-0.0779685
2.52104e+06	0.317856	0.113502
2.60771e+06	0.304504	0.0276313
2.80794e+06	0.300717	0.0160642
2.51717e+06	0.28617	0.0309461
2.84934e+06	0.272619	-0.00625006
2.82861e+06	0.179952	0.00959678
2.6948e+06	0.146074	-0.021574
2.84015e+06	0.118374	0.0352938
2.76016e+06	0.110004	-0.0379732
2.65129e+06	0.103826	-0.0170156
2.83056e+06	0.0872858	0.00404024
2.86225e+06	0.0741331	-0.0110515
2.80034e+06	0.0723396	-0.0216214
2.77965e+06	0.0723396	0.0420899
2.84111e+06	0.0635711	0.00886187
2.81838e+06	0.0534077	0.000455418
2.86633e+06	0.0452371	0.022961
2.86607e+06	0.0390594	0.0033266
2.83563e+06	0.0374651	-0.00319746
2.86465e+06	0.0233161	-0.0311036
2.8655e+06	0.0217218	0.00881611
2.86891e+06	0.016939	0.0482302
2.72528e+06	0.0141491	-0.00102221
2.86667e+06	0.0141491	-0.0127219
2.86116e+06	0.0129534	-0.0557979
2.86634e+06	0.0109605	0.0069106
2.86913e+06	0.00956556	0.0495801
2.86643e+06	0.0079713	-0.0701309
2.86776e+06	0.00777202	-0.0426941
2.86895e+06	0.00757274	0.02508
2.86898e+06	0.00697489	-0.0765225
2.86536e+06	0.00677561	-0.00415096
2.86782e+06	0.00577919	0.026352
2.86832e+06	0.00418493	-0.0393119
2.86966e+06	0.00398565	-0.0874578
2.86861e+06	0.00378637	-0.0300744
2.86916e+06	0.00358709	0.0807933
2.86971e+06	0.0033878	-0.144516
2.8696e+06	0.00259067	-0.2097
2.86917e+06	0.00259067	-0.0120892
2.86976e+06	0.00259067	0.170049
2.86825e+06	0.00239139	0.0404406
2.86805e+06	0.00239139	0.0177416
2.8698e+06	0.00179354	0.100822
2.86389e+06	0.00179354	0.084427
2.86897e+06	0.00139498	-0.0734977
2.86953e+06	0.00139498	-0.0342661
2.86981e+06	0.00139498	0.10253
2.86977e+06	0.0011957	0.1638
2.86935e+06	0.000996413	-0.139229
2.86895e+06	0.000996413	-0.0309721
2.86958e+06	0.000996413	0.187565
2.8697e+06	0.000996413	0.0325996
2.86953e+06	0.00079713	-0.0370492
2.86985e+06	0.00079713	-0.274006
2.86968e+06	0.00079713	-0.0302373
2.86974e+06	0.00079713	0.228687
2.86957e+06	0.000597848	0.0443683
2.86977e+06	0.000597848	0.11263
2.86984e+06	0.000597848	-0.0168252
2.86906e+06	0.000597848	0.0549354
2.86969e+06	0.000597848	0.200583
2.86982e+06	0.000597848	-0.13046
2.86977e+06	0.000597848	0.063873
2.86962e+06	0.000597848	-0.0466608
2.86806e+06	0.000597848	-0.0196895
2.8698e+06	0.000597848	0.0137192
2.8698e+06	0.000597848	0.0861242
2.86985e+06	0.000398565	0.125529
2.86988e+06	0.000398565	0.10111
2.86984e+06	0.000398565	-0.186365
2.86987e+06	0.000398565	-0.036469
2.86988e+06	0.000398565	0.151799
2.86862e+06	0.000398565	0.148337
2.86979e+06	0.000398565	0.0602262
2.86982e+06	0.000398565	0.158075
2.8699e+06	0.000199283	-0.13342
2.86964e+06	0.000199283	-0.049265
2.86989e+06	0.000199283	0.109333
2.86989e+06	0.000199283	0.183396
2.86987e+06	0.000199283	-0.130581
2.86987e+06	0.000199283	-0.154112
2.86989e+06	0.000199283	-0.424379
2.86986e+06	0.000199283	0.0448597
2.8699e+06	0.000199283	-0.140622
2.86989e+06	0.000199283	0.0377781
2.86988e+06	0.000199283	-0.0167837
2.86988e+06	0.000199283	-0.167846
2.86988e+06	0.000199283	0.0735482
2.86988e+06	0.000199283	-0.0525378
2.8699e+06	0.000199283	0.425738
2.86973e+06	0.000199283	0.261721
2.86974e+06	0.000199283	0.160074
2.86967e+06	0.000199283	0.00493273
2.86974e+06	0.000199283	-0.0117779
2.86985e+06	0.000199283	0.129644
2.86986e+06	0.000199283	-0.199249
2.86986e+06	0.000199283	0.156054
2.8699e+06	0.000199283	0.0526298
2.86444e+06	0.000199283	-0.00965238
2.86986e+06	0.000199283	-0.00787598
2.86983e+06	0.000199283	-0.134836
2.86989e+06	0.000199283	-0.0220174
2.86986e+06	0.000199283	0.0719027
2.8699e+06	0.000199283	0.287558
2.86904e+06	0.000199283	0.00342213
2.86985e+06	0.000199283	-0.192707
2.86964e+06	0.000199283	0.111811
2.8699e+06	0.000199283	0.150018
2.86988e+06	0.000199283	0.422001
2.86985e+06	0.000199283	0.0260016
