Region	Region	Fst

1.0	2.0	0.143156
1.0	3.0	0.264283
1.0	4.0	0.313684
1.0	5.0	0.329458
1.0	6.0	0.381669
1.0	7.0	0.325479
1.0	8.0	0.444076
1.0	9.0	0.428738
1.0	10.0	0.455533
2.0	3.0	0.088665
2.0	4.0	0.147931
2.0	5.0	0.173686
2.0	6.0	0.238083
2.0	7.0	0.214366
2.0	8.0	0.364432
2.0	9.0	0.357132
2.0	10.0	0.406684
3.0	4.0	0.0266994
3.0	5.0	0.0853656
3.0	6.0	0.158806
3.0	7.0	0.161543
3.0	8.0	0.313271
3.0	9.0	0.308701
3.0	10.0	0.375961
4.0	5.0	0.0534708
4.0	6.0	0.117575
4.0	7.0	0.138803
4.0	8.0	0.286838
4.0	9.0	0.282305
4.0	10.0	0.350606
5.0	6.0	0.0513525
5.0	7.0	0.105078
5.0	8.0	0.27816
5.0	9.0	0.282744
5.0	10.0	0.340142
6.0	7.0	0.0472874
6.0	8.0	0.201409
6.0	9.0	0.219092
6.0	10.0	0.284683
7.0	8.0	0.106222
7.0	9.0	0.125257
7.0	10.0	0.207113
8.0	9.0	0.0198235
8.0	10.0	0.130188
9.0	10.0	0.0901477
