Region	Region	Fst

1.0	2.0	0.00440192
1.0	3.0	0.0110552
1.0	4.0	0.0580491
1.0	5.0	0.140742
1.0	6.0	0.233646
1.0	7.0	0.331995
1.0	8.0	0.366599
1.0	9.0	0.384567
1.0	10.0	0.443781
2.0	3.0	0.000965617
2.0	4.0	0.0619521
2.0	5.0	0.139605
2.0	6.0	0.230317
2.0	7.0	0.329871
2.0	8.0	0.371563
2.0	9.0	0.386968
2.0	10.0	0.445254
3.0	4.0	0.0384702
3.0	5.0	0.118915
3.0	6.0	0.208752
3.0	7.0	0.309656
3.0	8.0	0.349662
3.0	9.0	0.364548
3.0	10.0	0.420873
4.0	5.0	0.0430116
4.0	6.0	0.134507
4.0	7.0	0.260835
4.0	8.0	0.298581
4.0	9.0	0.320581
4.0	10.0	0.385871
5.0	6.0	0.0685524
5.0	7.0	0.202436
5.0	8.0	0.247019
5.0	9.0	0.270805
5.0	10.0	0.345119
6.0	7.0	0.0607749
6.0	8.0	0.109682
6.0	9.0	0.139177
6.0	10.0	0.203093
7.0	8.0	0.0305668
7.0	9.0	0.0644012
7.0	10.0	0.108939
8.0	9.0	0.0258816
8.0	10.0	0.0903875
9.0	10.0	0.0339321
