Region	Region	Fst

1.0	2.0	0.0271403
1.0	3.0	0.128813
1.0	4.0	0.152449
1.0	5.0	0.152653
1.0	6.0	0.217691
1.0	7.0	0.257879
1.0	8.0	0.302
1.0	9.0	0.356148
1.0	10.0	0.438427
2.0	3.0	0.0605111
2.0	4.0	0.106733
2.0	5.0	0.11585
2.0	6.0	0.17693
2.0	7.0	0.222268
2.0	8.0	0.279232
2.0	9.0	0.330058
2.0	10.0	0.404552
3.0	4.0	0.0504506
3.0	5.0	0.104522
3.0	6.0	0.158586
3.0	7.0	0.182666
3.0	8.0	0.245265
3.0	9.0	0.30182
3.0	10.0	0.403515
4.0	5.0	0.0449155
4.0	6.0	0.0943643
4.0	7.0	0.123013
4.0	8.0	0.183431
4.0	9.0	0.248831
4.0	10.0	0.346428
5.0	6.0	0.0391606
5.0	7.0	0.0712204
5.0	8.0	0.140107
5.0	9.0	0.187078
5.0	10.0	0.25835
6.0	7.0	0.0225944
6.0	8.0	0.0906633
6.0	9.0	0.127285
6.0	10.0	0.223811
7.0	8.0	0.0441042
7.0	9.0	0.075332
7.0	10.0	0.193722
8.0	9.0	0.0356677
8.0	10.0	0.189842
9.0	10.0	0.132435
