Region	Region	Fst

1.0	2.0	0.182333
1.0	3.0	0.182576
1.0	4.0	0.229896
1.0	5.0	0.289793
1.0	6.0	0.370495
1.0	7.0	0.365354
1.0	8.0	0.432713
1.0	9.0	0.462292
1.0	10.0	0.504092
2.0	3.0	0.0322331
2.0	4.0	0.139795
2.0	5.0	0.184524
2.0	6.0	0.241888
2.0	7.0	0.242945
2.0	8.0	0.301762
2.0	9.0	0.31635
2.0	10.0	0.372212
3.0	4.0	0.0518646
3.0	5.0	0.107002
3.0	6.0	0.158086
3.0	7.0	0.166469
3.0	8.0	0.24768
3.0	9.0	0.256678
3.0	10.0	0.308501
4.0	5.0	0.0420176
4.0	6.0	0.093221
4.0	7.0	0.123009
4.0	8.0	0.224997
4.0	9.0	0.243485
4.0	10.0	0.293648
5.0	6.0	0.028118
5.0	7.0	0.0847257
5.0	8.0	0.160003
5.0	9.0	0.186574
5.0	10.0	0.228563
6.0	7.0	0.0647983
6.0	8.0	0.144775
6.0	9.0	0.162466
6.0	10.0	0.203218
7.0	8.0	0.06773
7.0	9.0	0.107144
7.0	10.0	0.141844
8.0	9.0	0.0343492
8.0	10.0	0.0724343
9.0	10.0	0.0259797
