Region	Region	Fst

1.0	2.0	0.0301726
1.0	3.0	0.0467149
1.0	4.0	0.12866
1.0	5.0	0.242463
1.0	6.0	0.230388
1.0	7.0	0.248938
1.0	8.0	0.290078
1.0	9.0	0.298212
1.0	10.0	0.30613
2.0	3.0	0.0205029
2.0	4.0	0.118151
2.0	5.0	0.238341
2.0	6.0	0.229679
2.0	7.0	0.25795
2.0	8.0	0.305803
2.0	9.0	0.318126
2.0	10.0	0.319553
3.0	4.0	0.0516315
3.0	5.0	0.158719
3.0	6.0	0.160086
3.0	7.0	0.192315
3.0	8.0	0.258111
3.0	9.0	0.271387
3.0	10.0	0.27082
4.0	5.0	0.0617846
4.0	6.0	0.0875493
4.0	7.0	0.11964
4.0	8.0	0.231756
4.0	9.0	0.254056
4.0	10.0	0.25311
5.0	6.0	0.0282671
5.0	7.0	0.0704827
5.0	8.0	0.230785
5.0	9.0	0.26752
5.0	10.0	0.267928
6.0	7.0	0.04425
6.0	8.0	0.192422
6.0	9.0	0.235945
6.0	10.0	0.250237
7.0	8.0	0.0981748
7.0	9.0	0.145776
7.0	10.0	0.168841
8.0	9.0	0.0270962
8.0	10.0	0.098586
9.0	10.0	0.0627528
