Region	Region	Fst

1.0	2.0	0.0270385
1.0	3.0	0.0656898
1.0	4.0	0.193394
1.0	5.0	0.222609
1.0	6.0	0.265234
1.0	7.0	0.244964
1.0	8.0	0.3582
1.0	9.0	0.346119
1.0	10.0	0.395086
2.0	3.0	0.0340763
2.0	4.0	0.179492
2.0	5.0	0.226569
2.0	6.0	0.268464
2.0	7.0	0.260744
2.0	8.0	0.388979
2.0	9.0	0.366232
2.0	10.0	0.415984
3.0	4.0	0.095122
3.0	5.0	0.154353
3.0	6.0	0.186176
3.0	7.0	0.19238
3.0	8.0	0.330948
3.0	9.0	0.295493
3.0	10.0	0.357397
4.0	5.0	0.0390105
4.0	6.0	0.0557831
4.0	7.0	0.106098
4.0	8.0	0.235474
4.0	9.0	0.179787
4.0	10.0	0.262658
5.0	6.0	0.0328742
5.0	7.0	0.0946212
5.0	8.0	0.188784
5.0	9.0	0.140731
5.0	10.0	0.220897
6.0	7.0	0.053989
6.0	8.0	0.159813
6.0	9.0	0.107361
6.0	10.0	0.202335
7.0	8.0	0.0874673
7.0	9.0	0.0616543
7.0	10.0	0.134874
8.0	9.0	0.0529825
8.0	10.0	0.0966662
9.0	10.0	0.0749404
