QTL_ID	Freq	MutEffect

924372.0	1.0	0.0105346
1.02917e+06	1.0	0.0627658
2.27399e+06	1.0	0.105355
1.31124e+06	1.0	0.0637349
788490.0	1.0	0.00461206
2.2356e+06	1.0	-0.0981883
2.37898e+06	1.0	-0.0208342
1.70124e+06	1.0	0.0905836
1.21823e+06	1.0	-0.0770178
472129.0	1.0	-0.0651092
961224.0	1.0	-0.040225
1.44995e+06	1.0	0.0119648
137315.0	1.0	0.0126811
2.22945e+06	1.0	0.00626704
81293.0	1.0	0.0148565
1.74322e+06	1.0	0.0335501
1.52854e+06	1.0	-0.0367076
1.64638e+06	1.0	0.030784
1.41443e+06	1.0	0.0406284
2.36815e+06	1.0	-0.162907
2.59641e+06	1.0	0.0181014
2.48171e+06	1.0	-0.0661424
2.3295e+06	1.0	0.0599118
2.29066e+06	1.0	-0.0330807
1.29308e+06	1.0	0.0281105
2.41878e+06	1.0	0.0839043
2.36389e+06	1.0	-0.0504368
2.17028e+06	1.0	-0.111874
1.70936e+06	1.0	-0.0811632
1.09275e+06	1.0	0.0668966
2.74904e+06	1.0	-0.0206834
2.54408e+06	1.0	-0.0485043
1.73898e+06	1.0	0.00365956
1.97113e+06	1.0	0.121646
2.61201e+06	1.0	-0.0666183
2.04787e+06	1.0	-0.0905277
1.69276e+06	1.0	-0.124655
1.27376e+06	1.0	-0.0500449
1.09261e+06	1.0	-0.0400685
211089.0	1.0	-0.0703365
1.40307e+06	1.0	-0.00688307
2.39886e+06	1.0	0.0395177
729576.0	1.0	0.0593184
1.49811e+06	1.0	0.0407071
2.33558e+06	1.0	-0.132623
2.4252e+06	1.0	0.0974664
1.87195e+06	1.0	0.104845
2.35168e+06	1.0	0.0505504
425005.0	1.0	0.0290198
13615.0	1.0	0.0152779
339673.0	1.0	0.0352713
311219.0	1.0	-0.0762229
1.99089e+06	1.0	-0.048843
301156.0	1.0	0.0343384
2.0082e+06	1.0	0.187731
15882.0	1.0	-0.0454113
320861.0	1.0	0.0441308
2.42904e+06	1.0	0.20125
1.83261e+06	1.0	-0.0238277
1.21309e+06	1.0	0.0422288
2.1117e+06	1.0	0.000965119
2.35277e+06	1.0	0.0281527
1.76794e+06	1.0	0.037333
2.61078e+06	0.774988	-0.0552531
2.70514e+06	0.694539	-0.170544
2.80558e+06	0.680522	0.105809
2.60362e+06	0.673818	-0.0625138
2.70326e+06	0.662482	0.0570981
2.20882e+06	0.661872	0.016051
2.93428e+06	0.648586	0.0755546
2.90217e+06	0.582643	-0.0220971
3.01763e+06	0.52511	0.0839903
2.89889e+06	0.500853	0.0399788
2.92977e+06	0.500609	-0.0748976
2.91719e+06	0.476109	-0.00804506
2.48031e+06	0.412482	-0.0665753
2.98848e+06	0.393832	0.0401219
2.81343e+06	0.314968	-0.0332954
2.89506e+06	0.278035	-0.117627
2.83576e+06	0.267796	-0.0226216
2.84513e+06	0.253413	0.090953
3.01231e+06	0.248903	-0.137043
3.03232e+06	0.237079	-0.0246942
2.84895e+06	0.233545	0.0126684
3.04137e+06	0.227694	0.039262
2.91858e+06	0.161385	0.0709254
2.31086e+06	0.142491	0.0332966
