148570.0	372510.0	-0.0144016	1.0	41200.0
365923.0	179868.0	-0.0333462	1.0	103606.0
260616.0	412427.0	-0.0637611	1.0	74010.0
646161.0	321081.0	0.259974	1.0	185871.0
202198.0	454466.0	0.106527	1.0	56509.0
550987.0	65883.0	-0.0263038	1.0	157101.0
457092.0	231813.0	-0.0926055	1.0	129390.0
50920.0	14625.0	0.0398111	1.0	14019.0
148655.0	182823.0	0.00199928	1.0	41223.0
134248.0	344491.0	-0.0905053	1.0	36998.0
37597.0	358400.0	0.0257323	1.0	10319.0
239904.0	366778.0	-0.0272129	1.0	67607.0
74663.0	28754.0	0.0560394	1.0	20687.0
521528.0	66988.0	-0.0213896	1.0	148740.0
568453.0	467434.0	-0.0575575	1.0	162298.0
558546.0	382262.0	0.0301339	1.0	159336.0
750291.0	82062.0	0.0379176	1.0	217662.0
47912.0	281169.0	-0.0985341	1.0	13128.0
111999.0	452661.0	0.0730115	1.0	30891.0
13868.0	296768.0	0.079633	1.0	3641.0
215850.0	57879.0	-0.0463522	1.0	60553.0
424727.0	389218.0	0.00534638	1.0	120012.0
222391.0	292708.0	0.254623	1.0	62472.0
40488.0	328203.0	-0.0411707	1.0	11099.0
271345.0	254402.0	0.0228186	1.0	77373.0
178723.0	390532.0	0.121343	1.0	49831.0
89678.0	127539.0	-0.187278	1.0	24790.0
104822.0	65335.0	0.0211472	1.0	28915.0
602161.0	180922.0	0.100179	1.0	172379.0
771027.0	15724.0	0.0169895	1.0	223445.0
661894.0	21199.0	-0.0267354	1.0	190892.0
746107.0	361588.0	-0.156653	1.0	216436.0
647600.0	278379.0	0.0709688	1.0	186303.0
525286.0	286849.0	0.00321906	1.0	149792.0
687623.0	472297.0	-0.0282025	1.0	199191.0
540768.0	142465.0	-0.143173	1.0	154068.0
762282.0	186505.0	0.207102	1.0	221035.0
785189.0	428851.0	0.0521576	1.0	227361.0
649275.0	261344.0	0.0582184	1.0	186856.0
661357.0	332955.0	-0.10638	1.0	190709.0
633847.0	477611.0	0.0465821	1.0	181995.0
315631.0	177102.0	0.006215	1.0	89928.0
161141.0	195869.0	-0.104264	1.0	44741.0
459201.0	287926.0	0.0445389	1.0	129942.0
681728.0	192430.0	-0.0794407	1.0	197292.0
589141.0	11607.0	-0.0700922	1.0	168547.0
466196.0	314022.0	-0.064494	1.0	131928.0
558275.0	423315.0	0.00108515	1.0	159264.0
335665.0	163597.0	-0.0198168	1.0	95564.0
292836.0	53266.0	-0.0167197	1.0	83692.0
640414.0	220026.0	-0.177374	1.0	183994.0
201148.0	436994.0	0.103493	1.0	56238.0
551537.0	227560.0	-0.133313	1.0	157264.0
258398.0	34668.0	0.016124	1.0	73288.0
653521.0	370792.0	0.010392	1.0	188209.0
463446.0	179778.0	0.134977	1.0	131099.0
480098.0	347574.0	-0.0203872	1.0	136075.0
422392.0	254511.0	0.0446536	1.0	119333.0
410054.0	489400.0	0.0354806	1.0	115753.0
470646.0	30176.0	0.00217153	1.0	133224.0
157884.0	199919.0	0.0425371	1.0	43833.0
483234.0	5526.0	0.0986708	1.0	136998.0
76950.0	143645.0	0.149868	1.0	21322.0
352628.0	386062.0	-0.241716	1.0	100079.0
501922.0	284208.0	-0.141286	1.0	143000.0
452716.0	28364.0	0.129082	1.0	128083.0
193421.0	181332.0	0.064582	1.0	54035.0
527986.0	320205.0	0.017356	1.0	150492.0
373326.0	425407.0	0.0212564	1.0	105569.0
59972.0	422313.0	0.0568445	1.0	16550.0
262400.0	351986.0	0.0783196	1.0	74542.0
550465.0	329331.0	0.113967	1.0	156917.0
208602.0	384355.0	-0.061915	1.0	58396.0
674918.0	45891.0	-0.0209243	1.0	195201.0
125144.0	156280.0	-0.00177576	1.0	34441.0
257442.0	49082.0	-0.0507382	1.0	73008.0
494715.0	57166.0	0.046998	1.0	140684.0
662688.0	176945.0	-0.0965468	1.0	191144.0
193516.0	386357.0	-0.0808111	1.0	54063.0
421057.0	498218.0	0.220513	1.0	118949.0
106010.0	358918.0	-0.109538	1.0	29264.0
175675.0	406685.0	-0.0652671	1.0	48970.0
308483.0	274265.0	0.0358268	1.0	87987.0
479571.0	349034.0	-0.00358763	1.0	135919.0
368864.0	461270.0	-0.0325997	1.0	104378.0
665102.0	470589.0	0.024841	1.0	191962.0
290129.0	308954.0	-0.176311	1.0	82915.0
371628.0	323744.0	0.0160066	1.0	105104.0
3388.0	20963.0	-0.0960371	1.0	865.0
803697.0	173511.0	-0.0292186	0.967806	232386.0
827497.0	423293.0	0.0141284	0.553657	238725.0
791059.0	251463.0	-0.0784117	0.322734	228964.0
862856.0	410554.0	0.00608118	0.235692	248356.0
844551.0	430854.0	0.00662244	0.219396	243343.0
858780.0	243599.0	-0.0551563	0.192766	247175.0
853698.0	187552.0	-0.0490681	0.172496	245819.0
828611.0	108148.0	-0.0988268	0.155008	239047.0
859698.0	202228.0	0.0969431	0.148251	247453.0
762833.0	143620.0	-0.0839162	0.143482	221189.0
778876.0	127088.0	0.0453367	0.143482	225607.0
856593.0	14748.0	-0.060515	0.138315	246584.0
832659.0	431870.0	-0.106631	0.13275	240129.0
790419.0	28498.0	0.0768145	0.0930048	228787.0
737153.0	42019.0	-0.0680954	0.0930048	213885.0
858401.0	137121.0	-0.0459097	0.0858506	247067.0
862236.0	484243.0	-0.0566892	0.0838633	248184.0
845783.0	228675.0	0.114139	0.0798887	243677.0
857747.0	123584.0	-0.0889034	0.0790938	246897.0
841051.0	423074.0	-0.0673803	0.0715421	242392.0
865420.0	374387.0	-0.119204	0.0711447	249058.0
867179.0	178996.0	0.0763382	0.0695548	249548.0
862425.0	122441.0	0.0409755	0.0620032	248242.0
860371.0	200433.0	0.205106	0.0576312	247632.0
867038.0	23105.0	-0.199754	0.0516693	249503.0
858307.0	439446.0	0.0809335	0.0457075	247041.0
865526.0	264326.0	-0.0395795	0.0425278	249089.0
866265.0	140354.0	-0.104644	0.0405405	249289.0
842300.0	389307.0	-0.10541	0.0306041	242763.0
867636.0	172488.0	0.0817972	0.027027	249679.0
864645.0	35314.0	-0.00760918	0.0258347	248840.0
866187.0	479986.0	-0.0918353	0.018283	249269.0
867871.0	491351.0	-0.0520507	0.0143084	249753.0
867932.0	340541.0	0.206961	0.013911	249768.0
868407.0	403975.0	-0.0856245	0.013911	249893.0
868572.0	185594.0	-0.083714	0.0135135	249935.0
868212.0	53513.0	-0.168125	0.0131161	249842.0
868017.0	19480.0	0.0814307	0.0127186	249789.0
868734.0	131129.0	0.24029	0.0123211	249976.0
868674.0	175857.0	-0.0634923	0.0123211	249961.0
868126.0	170304.0	0.0784298	0.0123211	249818.0
868108.0	115398.0	0.20702	0.0119237	249813.0
861005.0	470221.0	-0.0709145	0.0107313	247816.0
858564.0	470429.0	0.0240223	0.0107313	247113.0
868514.0	480770.0	-0.120034	0.0107313	249922.0
868102.0	133289.0	-0.0653916	0.0103339	249810.0
865976.0	200817.0	0.295099	0.00874404	249210.0
868394.0	115557.0	-0.116013	0.00755167	249890.0
868221.0	98281.0	0.0351066	0.00715421	249845.0
868305.0	271275.0	0.0148817	0.00675676	249866.0
868389.0	222409.0	-0.32338	0.0063593	249887.0
868719.0	124784.0	-0.0475798	0.0063593	249972.0
868284.0	133880.0	-0.0352452	0.00596184	249860.0
868623.0	53392.0	0.104065	0.00556439	249950.0
867314.0	394401.0	0.0290427	0.00516693	249585.0
868299.0	141158.0	-0.139252	0.00516693	249864.0
866936.0	444150.0	-0.298916	0.00516693	249472.0
868471.0	121013.0	0.00716418	0.00516693	249909.0
868681.0	165100.0	0.290642	0.00516693	249962.0
865051.0	75404.0	0.0121157	0.00476948	248956.0
868669.0	248020.0	0.0825496	0.00476948	249960.0
867789.0	94759.0	0.0399482	0.00476948	249727.0
866821.0	386275.0	-0.261342	0.00476948	249439.0
867999.0	353405.0	0.187446	0.00437202	249784.0
867991.0	60714.0	-0.100155	0.00397456	249783.0
868485.0	263718.0	-0.0663082	0.00317965	249913.0
867360.0	249350.0	0.0415646	0.00317965	249599.0
868644.0	80716.0	-0.274093	0.00317965	249954.0
868651.0	100505.0	-0.459822	0.00278219	249956.0
868557.0	29358.0	-0.0155543	0.00238474	249932.0
868618.0	208182.0	0.553077	0.00238474	249949.0
867902.0	350111.0	-0.104604	0.00198728	249761.0
868767.0	300338.0	-0.154951	0.00198728	249986.0
868792.0	306684.0	-0.0155888	0.00158983	249992.0
868582.0	348137.0	0.0853947	0.00158983	249938.0
867881.0	259729.0	0.134843	0.00158983	249755.0
868558.0	307020.0	-0.121369	0.00158983	249932.0
868787.0	323102.0	-0.358794	0.00158983	249990.0
868700.0	364636.0	-0.230543	0.00119237	249967.0
868779.0	497606.0	0.21445	0.00119237	249989.0
868672.0	269181.0	-0.195432	0.00119237	249960.0
868811.0	158738.0	0.0615558	0.00119237	249998.0
868740.0	434744.0	-0.144347	0.000794913	249979.0
868695.0	458194.0	-0.263953	0.000794913	249966.0
868801.0	39574.0	-0.190389	0.000794913	249995.0
868696.0	222231.0	-0.350675	0.000794913	249966.0
868694.0	433512.0	0.144906	0.000794913	249966.0
868511.0	256299.0	0.216779	0.000794913	249921.0
868773.0	309019.0	0.454878	0.000794913	249987.0
