Region	Region	Fst

1.0	2.0	0.116004
1.0	3.0	0.188895
1.0	4.0	0.263789
1.0	5.0	0.286901
1.0	6.0	0.322877
1.0	7.0	0.37082
1.0	8.0	0.449239
1.0	9.0	0.480948
1.0	10.0	0.550287
2.0	3.0	0.0472754
2.0	4.0	0.114763
2.0	5.0	0.150676
2.0	6.0	0.206042
2.0	7.0	0.259097
2.0	8.0	0.336279
2.0	9.0	0.37641
2.0	10.0	0.447563
3.0	4.0	0.0561991
3.0	5.0	0.0984248
3.0	6.0	0.155089
3.0	7.0	0.211686
3.0	8.0	0.287362
3.0	9.0	0.343187
3.0	10.0	0.410703
4.0	5.0	0.062621
4.0	6.0	0.110669
4.0	7.0	0.166478
4.0	8.0	0.230813
4.0	9.0	0.290846
4.0	10.0	0.370752
5.0	6.0	0.0447011
5.0	7.0	0.129602
5.0	8.0	0.204295
5.0	9.0	0.261605
5.0	10.0	0.339043
6.0	7.0	0.0604068
6.0	8.0	0.140243
6.0	9.0	0.213495
6.0	10.0	0.353659
7.0	8.0	0.0727414
7.0	9.0	0.135261
7.0	10.0	0.34483
8.0	9.0	0.0842114
8.0	10.0	0.336954
9.0	10.0	0.301121
