QTL_ID	PosInGenome	MutEffect	Freq	OriginTick

542883.0	173400.0	0.191592	1.0	153615.0
143600.0	30521.0	-0.208132	1.0	39378.0
194683.0	313092.0	-0.157465	1.0	54458.0
776819.0	16412.0	-0.0510396	1.0	221967.0
349654.0	261409.0	-0.0783817	1.0	98375.0
268665.0	478080.0	0.16803	1.0	75501.0
596111.0	39017.0	-0.0780659	1.0	168762.0
201406.0	322382.0	-0.00761243	1.0	56351.0
89385.0	190254.0	-0.111021	1.0	23790.0
798713.0	174336.0	-0.0197266	1.0	228673.0
699380.0	340740.0	-0.091132	1.0	198302.0
33545.0	409899.0	0.00551564	1.0	8641.0
50775.0	13916.0	-0.0281651	1.0	13244.0
364934.0	180978.0	-0.0629178	1.0	102795.0
699229.0	354250.0	0.0371777	1.0	198262.0
572196.0	199450.0	-0.150403	1.0	161954.0
53024.0	210818.0	-0.0186593	1.0	13829.0
209349.0	239319.0	0.105627	1.0	58627.0
785521.0	124866.0	0.0453045	1.0	224713.0
542426.0	297527.0	0.011074	1.0	153479.0
735085.0	378043.0	-0.171115	1.0	209156.0
118825.0	140212.0	-0.000171392	1.0	32322.0
150026.0	339410.0	0.167706	1.0	41259.0
156374.0	456072.0	-0.00214728	1.0	43177.0
93290.0	164476.0	0.201327	1.0	24963.0
456563.0	355402.0	-0.0522996	1.0	128574.0
56979.0	16277.0	0.0754318	1.0	14913.0
26083.0	117216.0	0.0987872	1.0	6658.0
413825.0	243838.0	0.13771	1.0	116678.0
604887.0	472567.0	0.176017	1.0	171360.0
603466.0	125874.0	-0.000683499	1.0	170945.0
650176.0	256745.0	0.042273	1.0	184593.0
440317.0	235770.0	-0.0304088	1.0	123980.0
468431.0	150782.0	0.0156609	1.0	131936.0
515701.0	1195.0	0.00408119	1.0	145825.0
601378.0	185468.0	0.0192286	1.0	170258.0
536673.0	159196.0	-0.139336	1.0	151783.0
416239.0	177062.0	0.0955787	1.0	117327.0
399248.0	355048.0	-0.0077391	1.0	112687.0
710059.0	120127.0	0.088123	1.0	201415.0
565903.0	3566.0	-0.0969401	1.0	160142.0
374410.0	370610.0	-0.0248048	1.0	105598.0
591939.0	279666.0	0.168753	1.0	167538.0
704483.0	80558.0	0.0322354	1.0	199769.0
358203.0	401200.0	0.00193883	1.0	100810.0
284708.0	88351.0	0.0242858	1.0	80101.0
367189.0	212913.0	-0.0792876	1.0	103476.0
239114.0	293706.0	-0.062356	1.0	67442.0
696738.0	252.0	-0.0285136	1.0	197555.0
204206.0	49441.0	-0.169346	1.0	57169.0
330554.0	12380.0	0.0981723	1.0	93083.0
739731.0	373142.0	0.173056	1.0	210526.0
451221.0	68348.0	-0.080622	1.0	126960.0
660748.0	175232.0	0.149265	1.0	187551.0
738818.0	190668.0	-0.120971	1.0	210253.0
104188.0	55251.0	-0.268537	1.0	28062.0
147730.0	253616.0	0.168115	1.0	40563.0
307685.0	21426.0	-0.0172461	1.0	86569.0
342269.0	399028.0	-0.0170561	1.0	96297.0
475454.0	423493.0	-0.075873	1.0	133941.0
549590.0	281514.0	-0.124799	1.0	155528.0
413829.0	296533.0	0.00912792	1.0	116679.0
645097.0	226297.0	-0.0539893	1.0	183148.0
194490.0	317460.0	0.0399493	1.0	54402.0
13969.0	47020.0	0.0481807	1.0	3526.0
555783.0	382555.0	0.0210116	1.0	157245.0
516976.0	348563.0	-0.0458496	1.0	146191.0
467547.0	96745.0	0.15711	1.0	131692.0
370432.0	13482.0	-0.0995449	1.0	104373.0
195453.0	168384.0	0.0153994	1.0	54662.0
23908.0	244590.0	-0.0997499	1.0	6077.0
535037.0	158238.0	0.147968	1.0	151310.0
614425.0	78513.0	0.05348	1.0	174149.0
464990.0	46123.0	0.037302	1.0	130954.0
153432.0	75518.0	-0.100403	1.0	42278.0
314096.0	318952.0	0.0314762	1.0	88302.0
658471.0	98302.0	0.00689205	1.0	186934.0
372260.0	356728.0	-0.0497457	1.0	104920.0
201811.0	121749.0	-0.0113251	1.0	56459.0
116381.0	68222.0	0.187417	1.0	31580.0
162326.0	257633.0	0.0364609	1.0	45009.0
56457.0	191731.0	0.0164043	1.0	14768.0
561898.0	368267.0	-0.125682	1.0	159015.0
