Region	Region	Fst

1.0	2.0	0.0538558
1.0	3.0	0.141359
1.0	4.0	0.21984
1.0	5.0	0.214413
1.0	6.0	0.269416
1.0	7.0	0.306183
1.0	8.0	0.310596
1.0	9.0	0.376136
1.0	10.0	0.436567
2.0	3.0	0.111572
2.0	4.0	0.203724
2.0	5.0	0.197878
2.0	6.0	0.22658
2.0	7.0	0.267905
2.0	8.0	0.266132
2.0	9.0	0.336458
2.0	10.0	0.398107
3.0	4.0	0.0329207
3.0	5.0	0.0422643
3.0	6.0	0.0775636
3.0	7.0	0.143515
3.0	8.0	0.150063
3.0	9.0	0.235154
3.0	10.0	0.316298
4.0	5.0	0.0200034
4.0	6.0	0.071119
4.0	7.0	0.126198
4.0	8.0	0.14102
4.0	9.0	0.246533
4.0	10.0	0.332868
5.0	6.0	0.0440887
5.0	7.0	0.114813
5.0	8.0	0.134777
5.0	9.0	0.225646
5.0	10.0	0.311109
6.0	7.0	0.0406196
6.0	8.0	0.0754343
6.0	9.0	0.177265
6.0	10.0	0.243642
7.0	8.0	0.027316
7.0	9.0	0.132157
7.0	10.0	0.199517
8.0	9.0	0.0745679
8.0	10.0	0.157499
9.0	10.0	0.0579028
