Region	Region	Fst

1.0	2.0	0.0378435
1.0	3.0	0.130247
1.0	4.0	0.230139
1.0	5.0	0.426943
1.0	6.0	0.429157
1.0	7.0	0.446578
1.0	8.0	0.461281
1.0	9.0	0.445316
1.0	10.0	0.462367
2.0	3.0	0.0567594
2.0	4.0	0.134668
2.0	5.0	0.328666
2.0	6.0	0.331862
2.0	7.0	0.347355
2.0	8.0	0.36431
2.0	9.0	0.351688
2.0	10.0	0.368902
3.0	4.0	0.112097
3.0	5.0	0.325501
3.0	6.0	0.331278
3.0	7.0	0.355993
3.0	8.0	0.378116
3.0	9.0	0.367089
3.0	10.0	0.380901
4.0	5.0	0.114289
4.0	6.0	0.135057
4.0	7.0	0.196215
4.0	8.0	0.234765
4.0	9.0	0.239973
4.0	10.0	0.264735
5.0	6.0	0.0576901
5.0	7.0	0.2055
5.0	8.0	0.248022
5.0	9.0	0.250775
5.0	10.0	0.293863
6.0	7.0	0.0730304
6.0	8.0	0.118771
6.0	9.0	0.146903
6.0	10.0	0.19107
7.0	8.0	0.0268803
7.0	9.0	0.0958118
7.0	10.0	0.143689
8.0	9.0	0.043542
8.0	10.0	0.0887357
9.0	10.0	0.0283804
