Region	Region	Fst

1.0	2.0	0.0898781
1.0	3.0	0.222448
1.0	4.0	0.260717
1.0	5.0	0.263493
1.0	6.0	0.269826
1.0	7.0	0.315168
1.0	8.0	0.325825
1.0	9.0	0.367679
1.0	10.0	0.366914
2.0	3.0	0.0510832
2.0	4.0	0.125133
2.0	5.0	0.160974
2.0	6.0	0.181317
2.0	7.0	0.187418
2.0	8.0	0.213455
2.0	9.0	0.273662
2.0	10.0	0.269569
3.0	4.0	0.0869919
3.0	5.0	0.15222
3.0	6.0	0.183885
3.0	7.0	0.169134
3.0	8.0	0.200959
3.0	9.0	0.270417
3.0	10.0	0.27432
4.0	5.0	0.0299996
4.0	6.0	0.0484884
4.0	7.0	0.0557668
4.0	8.0	0.0655806
4.0	9.0	0.179932
4.0	10.0	0.186245
5.0	6.0	0.0156514
5.0	7.0	0.0460588
5.0	8.0	0.0455321
5.0	9.0	0.130884
5.0	10.0	0.143911
6.0	7.0	0.0446942
6.0	8.0	0.0412419
6.0	9.0	0.160785
6.0	10.0	0.164576
7.0	8.0	0.00846944
7.0	9.0	0.109571
7.0	10.0	0.101927
8.0	9.0	0.100471
8.0	10.0	0.105485
9.0	10.0	0.03859
