Region	Region	Fst

1.0	2.0	0.0105619
1.0	3.0	0.0902009
1.0	4.0	0.122529
1.0	5.0	0.181536
1.0	6.0	0.235637
1.0	7.0	0.234779
1.0	8.0	0.250962
1.0	9.0	0.377554
1.0	10.0	0.501081
2.0	3.0	0.0564306
2.0	4.0	0.0910275
2.0	5.0	0.173096
2.0	6.0	0.234432
2.0	7.0	0.234072
2.0	8.0	0.24935
2.0	9.0	0.379806
2.0	10.0	0.507049
3.0	4.0	0.0282484
3.0	5.0	0.158109
3.0	6.0	0.214409
3.0	7.0	0.195041
3.0	8.0	0.223658
3.0	9.0	0.360409
3.0	10.0	0.491342
4.0	5.0	0.100839
4.0	6.0	0.169028
4.0	7.0	0.155655
4.0	8.0	0.197781
4.0	9.0	0.325921
4.0	10.0	0.464889
5.0	6.0	0.0540233
5.0	7.0	0.0967787
5.0	8.0	0.135129
5.0	9.0	0.198357
5.0	10.0	0.354967
6.0	7.0	0.0397321
6.0	8.0	0.0467175
6.0	9.0	0.122102
6.0	10.0	0.314763
7.0	8.0	0.0293306
7.0	9.0	0.115598
7.0	10.0	0.29727
8.0	9.0	0.10721
8.0	10.0	0.300371
9.0	10.0	0.203195
