Region	Region	Fst

1.0	2.0	0.030801
1.0	3.0	0.0507076
1.0	4.0	0.117911
1.0	5.0	0.224363
1.0	6.0	0.299304
1.0	7.0	0.447586
1.0	8.0	0.402231
1.0	9.0	0.370641
1.0	10.0	0.418194
2.0	3.0	0.0274801
2.0	4.0	0.119633
2.0	5.0	0.222
2.0	6.0	0.303861
2.0	7.0	0.425538
2.0	8.0	0.38534
2.0	9.0	0.354307
2.0	10.0	0.407092
3.0	4.0	0.0620112
3.0	5.0	0.163703
3.0	6.0	0.260886
3.0	7.0	0.386452
3.0	8.0	0.351264
3.0	9.0	0.324977
3.0	10.0	0.37203
4.0	5.0	0.0523892
4.0	6.0	0.155873
4.0	7.0	0.315956
4.0	8.0	0.288798
4.0	9.0	0.263127
4.0	10.0	0.300024
5.0	6.0	0.0624021
5.0	7.0	0.25407
5.0	8.0	0.234611
5.0	9.0	0.217572
5.0	10.0	0.244635
6.0	7.0	0.170034
6.0	8.0	0.153542
6.0	9.0	0.15456
6.0	10.0	0.163389
7.0	8.0	0.0285193
7.0	9.0	0.151847
7.0	10.0	0.18242
8.0	9.0	0.0849269
8.0	10.0	0.124044
9.0	10.0	0.0208939
