QTL_ID	PosInGenome	MutEffect	Freq	OriginTick

567653.0	456133.0	-0.223988	1.0	161476.0
429128.0	490178.0	0.0182115	1.0	122015.0
569656.0	149752.0	0.196237	1.0	162020.0
281217.0	289011.0	0.132508	1.0	80691.0
145911.0	5256.0	-0.129754	1.0	41884.0
545511.0	19643.0	-0.051458	1.0	155235.0
152816.0	273243.0	-0.0896263	1.0	44025.0
175031.0	474204.0	0.0987438	1.0	50600.0
118459.0	140940.0	-0.121962	1.0	33430.0
128273.0	15158.0	0.113332	1.0	36371.0
304873.0	379074.0	-0.11817	1.0	87682.0
606225.0	150869.0	0.126982	1.0	172460.0
498154.0	128269.0	-0.142342	1.0	141425.0
230939.0	281422.0	-0.0133736	1.0	66353.0
190804.0	167668.0	-0.0466897	1.0	55101.0
507834.0	260744.0	0.088355	1.0	144200.0
399328.0	189626.0	-0.0510806	1.0	113810.0
186946.0	109353.0	-0.00109134	1.0	54011.0
94846.0	66947.0	0.0884178	1.0	26602.0
348808.0	195101.0	-0.0342253	1.0	99885.0
71691.0	473706.0	0.0858093	1.0	20035.0
320883.0	341910.0	0.0348522	1.0	92131.0
186450.0	348541.0	-0.0585494	1.0	53873.0
164102.0	437355.0	0.0561518	1.0	47446.0
33098.0	498560.0	-0.220844	1.0	8940.0
184171.0	446045.0	-0.0634584	1.0	53217.0
544154.0	229880.0	0.0793151	1.0	154837.0
245638.0	289029.0	-0.1839	1.0	70574.0
248494.0	88960.0	0.166612	1.0	71338.0
237382.0	388238.0	0.019088	1.0	68194.0
549885.0	268669.0	0.012708	1.0	156486.0
407597.0	316178.0	0.0247647	1.0	116092.0
434053.0	159581.0	0.0168184	1.0	123375.0
764057.0	27810.0	-0.162481	1.0	218427.0
753747.0	153977.0	-0.28865	1.0	215230.0
766611.0	335678.0	-0.00481173	1.0	219237.0
760966.0	155408.0	0.178462	1.0	217463.0
735871.0	63969.0	0.0261434	1.0	210116.0
773822.0	9228.0	-0.101304	1.0	221762.0
750249.0	478028.0	-0.0831102	1.0	214230.0
840449.0	284195.0	0.108931	1.0	241770.0
686130.0	448591.0	0.00160139	1.0	195894.0
682899.0	35422.0	-0.0729252	1.0	195001.0
549793.0	7102.0	0.142113	1.0	156461.0
798971.0	338716.0	0.0157266	1.0	229716.0
722032.0	155242.0	0.0553894	1.0	206132.0
548141.0	441559.0	-0.0179043	1.0	156007.0
575832.0	58528.0	0.0358753	1.0	163763.0
104345.0	146554.0	-0.0583929	1.0	29223.0
397517.0	437758.0	0.0634991	1.0	113303.0
635304.0	260807.0	-0.0519832	1.0	180937.0
529030.0	427513.0	-0.00899614	1.0	150486.0
385467.0	125562.0	-0.00819456	1.0	110031.0
820034.0	278511.0	-0.0225777	1.0	235895.0
532760.0	158213.0	-0.0377714	1.0	151523.0
245475.0	444493.0	-0.0617475	1.0	70522.0
275818.0	312562.0	0.170803	1.0	79178.0
339743.0	407319.0	-0.0813716	1.0	97444.0
682956.0	39720.0	0.0762261	1.0	195018.0
666865.0	472559.0	0.101745	1.0	190292.0
756146.0	372084.0	0.020594	1.0	215945.0
626157.0	110243.0	0.116458	1.0	178373.0
759968.0	226030.0	-0.0492903	1.0	217141.0
690852.0	259928.0	0.141272	1.0	197270.0
130074.0	475579.0	0.131601	1.0	36928.0
9520.0	498762.0	0.090749	1.0	2443.0
479769.0	295073.0	-0.0668999	1.0	135932.0
171792.0	22570.0	0.0356654	1.0	49652.0
148991.0	270960.0	0.0910182	1.0	42802.0
341096.0	9877.0	-0.136581	1.0	97817.0
470856.0	208358.0	0.18712	1.0	133469.0
383487.0	137566.0	0.119611	1.0	109484.0
640797.0	186661.0	-0.0898024	1.0	182588.0
472093.0	284397.0	-0.11117	1.0	133842.0
698302.0	165268.0	-0.118493	1.0	199363.0
264618.0	362153.0	-0.128372	1.0	76018.0
60019.0	456099.0	-0.0573823	1.0	16736.0
457451.0	318390.0	0.105265	1.0	129756.0
112521.0	293429.0	-0.0793152	1.0	31609.0
706020.0	71526.0	-0.179678	1.0	201531.0
810263.0	297840.0	-0.0872437	1.0	233099.0
17146.0	436796.0	-0.00445121	1.0	4490.0
185834.0	416226.0	0.0483499	1.0	53686.0
460856.0	319528.0	-0.0763185	1.0	130729.0
332230.0	17422.0	0.105849	1.0	95293.0
215331.0	245226.0	0.021581	1.0	62013.0
107778.0	64585.0	0.0321629	1.0	30210.0
671497.0	462407.0	0.0569933	1.0	191722.0
263910.0	19734.0	-0.0115326	1.0	75811.0
178195.0	473603.0	-0.213822	1.0	51485.0
637704.0	420016.0	-0.0341652	1.0	181688.0
36333.0	344179.0	0.156276	1.0	9842.0
103166.0	120760.0	-0.101052	1.0	28903.0
92948.0	386814.0	-0.0514204	1.0	26062.0
147084.0	364520.0	0.122874	1.0	42221.0
552032.0	189653.0	0.0545552	1.0	157069.0
742645.0	408919.0	0.10765	1.0	212103.0
68657.0	62021.0	-0.0563284	1.0	19172.0
136275.0	469768.0	0.00327866	1.0	38855.0
50358.0	402312.0	0.18128	1.0	13901.0
401390.0	398353.0	0.0218761	1.0	114375.0
496276.0	317923.0	-0.0603992	1.0	140873.0
767658.0	384667.0	0.162594	1.0	219582.0
150489.0	424576.0	0.0251293	1.0	43327.0
436061.0	451501.0	-0.136005	1.0	123964.0
782653.0	151277.0	0.122369	1.0	224708.0
732089.0	89326.0	-0.0605044	0.814145	208994.0
852577.0	301359.0	-0.0857244	0.68051	245301.0
794170.0	395628.0	-0.0466684	0.665707	228260.0
775023.0	451756.0	0.0865709	0.607319	222169.0
763691.0	177630.0	0.0370495	0.546053	218316.0
843182.0	197792.0	0.243376	0.453947	242587.0
842768.0	230874.0	0.0205385	0.437911	242463.0
825694.0	126497.0	-0.11247	0.428043	237501.0
831398.0	43378.0	-0.114515	0.401727	239115.0
825941.0	499482.0	0.00574791	0.374589	237568.0
862422.0	59690.0	0.0314032	0.268914	248080.0
862733.0	306357.0	-0.0509059	0.251234	248164.0
843424.0	133623.0	0.046249	0.205592	242648.0
854016.0	101018.0	0.0201601	0.196135	245737.0
828542.0	60117.0	-0.257044	0.18051	238277.0
842930.0	38311.0	-0.0884125	0.177632	242511.0
850906.0	148037.0	0.0199769	0.174342	244845.0
852634.0	147566.0	0.21658	0.174342	245315.0
814233.0	387772.0	0.197551	0.160362	234249.0
831045.0	385216.0	-0.117377	0.160362	239003.0
851241.0	402394.0	0.0676843	0.139391	244943.0
860325.0	233083.0	-0.0773232	0.113487	247514.0
859076.0	6390.0	-0.0645279	0.112664	247178.0
863321.0	11497.0	-0.0241737	0.112664	248332.0
863863.0	468860.0	-0.0871917	0.108964	248499.0
836567.0	477609.0	-0.081623	0.101974	240612.0
849086.0	144973.0	-0.165724	0.0986842	244312.0
860901.0	128685.0	-0.24956	0.0949836	247663.0
867009.0	380810.0	-0.174986	0.0867599	249398.0
860984.0	112383.0	0.0619023	0.0851151	247688.0
855695.0	135146.0	-0.169338	0.0847039	246248.0
866371.0	470912.0	-0.131599	0.0752467	249227.0
866749.0	351201.0	0.0550472	0.0723684	249330.0
864643.0	493327.0	-0.0269078	0.0657895	248722.0
832025.0	352582.0	-0.0248166	0.0567434	239291.0
865081.0	360729.0	-0.028183	0.0419408	248846.0
852530.0	362156.0	-0.0349898	0.0419408	245289.0
863039.0	482331.0	-0.0895437	0.0415296	248243.0
847694.0	230937.0	0.189782	0.0382401	243891.0
864736.0	363751.0	0.369412	0.0333059	248746.0
867890.0	465061.0	0.0409422	0.0324836	249648.0
864587.0	304973.0	-0.286431	0.0316612	248707.0
866872.0	265992.0	-0.209935	0.0287829	249359.0
