Region	Region	Fst

1.0	2.0	0.0254408
1.0	3.0	0.151796
1.0	4.0	0.258619
1.0	5.0	0.288325
1.0	6.0	0.430663
1.0	7.0	0.393516
1.0	8.0	0.409709
1.0	9.0	0.451261
1.0	10.0	0.447046
2.0	3.0	0.0807382
2.0	4.0	0.20664
2.0	5.0	0.238107
2.0	6.0	0.385197
2.0	7.0	0.343245
2.0	8.0	0.365686
2.0	9.0	0.408998
2.0	10.0	0.406564
3.0	4.0	0.0885806
3.0	5.0	0.116078
3.0	6.0	0.273516
3.0	7.0	0.231861
3.0	8.0	0.265482
3.0	9.0	0.303492
3.0	10.0	0.317001
4.0	5.0	0.0269635
4.0	6.0	0.197695
4.0	7.0	0.185459
4.0	8.0	0.220711
4.0	9.0	0.265969
4.0	10.0	0.286148
5.0	6.0	0.141838
5.0	7.0	0.125177
5.0	8.0	0.168263
5.0	9.0	0.209144
5.0	10.0	0.236153
6.0	7.0	0.0507749
6.0	8.0	0.161574
6.0	9.0	0.200574
6.0	10.0	0.229945
7.0	8.0	0.0620367
7.0	9.0	0.105736
7.0	10.0	0.147909
8.0	9.0	0.0204173
8.0	10.0	0.0675006
9.0	10.0	0.0495326
