Region	Region	Fst

1.0	2.0	0.0538143
1.0	3.0	0.123473
1.0	4.0	0.231569
1.0	5.0	0.282646
1.0	6.0	0.312061
1.0	7.0	0.388242
1.0	8.0	0.44335
1.0	9.0	0.514857
1.0	10.0	0.529892
2.0	3.0	0.0520956
2.0	4.0	0.178012
2.0	5.0	0.25729
2.0	6.0	0.291034
2.0	7.0	0.373596
2.0	8.0	0.428275
2.0	9.0	0.501891
2.0	10.0	0.517355
3.0	4.0	0.0851078
3.0	5.0	0.16702
3.0	6.0	0.205295
3.0	7.0	0.305965
3.0	8.0	0.366177
3.0	9.0	0.443951
3.0	10.0	0.45541
4.0	5.0	0.0721278
4.0	6.0	0.133394
4.0	7.0	0.278843
4.0	8.0	0.369602
4.0	9.0	0.4468
4.0	10.0	0.46682
5.0	6.0	0.0429656
5.0	7.0	0.178609
5.0	8.0	0.2984
5.0	9.0	0.389079
5.0	10.0	0.408214
6.0	7.0	0.073916
6.0	8.0	0.195385
6.0	9.0	0.283577
6.0	10.0	0.303547
7.0	8.0	0.0645821
7.0	9.0	0.144385
7.0	10.0	0.170756
8.0	9.0	0.0446781
8.0	10.0	0.0599391
9.0	10.0	0.0302708
