Region	Region	Fst

1.0	2.0	0.0282219
1.0	3.0	0.0889326
1.0	4.0	0.129559
1.0	5.0	0.256939
1.0	6.0	0.327104
1.0	7.0	0.395146
1.0	8.0	0.418415
1.0	9.0	0.417966
1.0	10.0	0.431259
2.0	3.0	0.0307166
2.0	4.0	0.0728431
2.0	5.0	0.208293
2.0	6.0	0.281068
2.0	7.0	0.340796
2.0	8.0	0.364491
2.0	9.0	0.366726
2.0	10.0	0.378798
3.0	4.0	0.0250726
3.0	5.0	0.141488
3.0	6.0	0.22677
3.0	7.0	0.295902
3.0	8.0	0.313992
3.0	9.0	0.315999
3.0	10.0	0.330634
4.0	5.0	0.0755763
4.0	6.0	0.188012
4.0	7.0	0.269078
4.0	8.0	0.280791
4.0	9.0	0.292017
4.0	10.0	0.303475
5.0	6.0	0.0637839
5.0	7.0	0.153437
5.0	8.0	0.165569
5.0	9.0	0.175944
5.0	10.0	0.195219
6.0	7.0	0.0637146
6.0	8.0	0.0921008
6.0	9.0	0.0953859
6.0	10.0	0.116818
7.0	8.0	0.0306236
7.0	9.0	0.0478638
7.0	10.0	0.0737447
8.0	9.0	0.0186054
8.0	10.0	0.0326754
9.0	10.0	0.0234644
