Region	Region	Fst

1.0	2.0	0.0149216
1.0	3.0	0.0684578
1.0	4.0	0.0877212
1.0	5.0	0.129004
1.0	6.0	0.229355
1.0	7.0	0.292264
1.0	8.0	0.378398
1.0	9.0	0.359841
1.0	10.0	0.395653
2.0	3.0	0.0577278
2.0	4.0	0.0800607
2.0	5.0	0.121672
2.0	6.0	0.216533
2.0	7.0	0.281383
2.0	8.0	0.374315
2.0	9.0	0.356687
2.0	10.0	0.389594
3.0	4.0	0.0353863
3.0	5.0	0.089826
3.0	6.0	0.189573
3.0	7.0	0.256439
3.0	8.0	0.336422
3.0	9.0	0.325017
3.0	10.0	0.366614
4.0	5.0	0.0309719
4.0	6.0	0.139352
4.0	7.0	0.203638
4.0	8.0	0.302409
4.0	9.0	0.297028
4.0	10.0	0.343281
5.0	6.0	0.0861728
5.0	7.0	0.138653
5.0	8.0	0.245598
5.0	9.0	0.24019
5.0	10.0	0.290806
6.0	7.0	0.0255624
6.0	8.0	0.15188
6.0	9.0	0.15339
6.0	10.0	0.237312
7.0	8.0	0.105301
7.0	9.0	0.120741
7.0	10.0	0.212575
8.0	9.0	0.0466389
8.0	10.0	0.131019
9.0	10.0	0.0528003
