Region	Region	Fst

1.0	2.0	0.0582163
1.0	3.0	0.119389
1.0	4.0	0.136894
1.0	5.0	0.198532
1.0	6.0	0.213592
1.0	7.0	0.288921
1.0	8.0	0.310359
1.0	9.0	0.275041
1.0	10.0	0.330953
2.0	3.0	0.034641
2.0	4.0	0.0842683
2.0	5.0	0.143382
2.0	6.0	0.184671
2.0	7.0	0.266283
2.0	8.0	0.293515
2.0	9.0	0.251581
2.0	10.0	0.322641
3.0	4.0	0.0354408
3.0	5.0	0.0903016
3.0	6.0	0.154232
3.0	7.0	0.249309
3.0	8.0	0.272755
3.0	9.0	0.226132
3.0	10.0	0.29062
4.0	5.0	0.0288326
4.0	6.0	0.0997637
4.0	7.0	0.199845
4.0	8.0	0.218576
4.0	9.0	0.172792
4.0	10.0	0.229631
5.0	6.0	0.0653713
5.0	7.0	0.157646
5.0	8.0	0.184089
5.0	9.0	0.151949
5.0	10.0	0.198306
6.0	7.0	0.0459108
6.0	8.0	0.0842517
6.0	9.0	0.096685
6.0	10.0	0.142296
7.0	8.0	0.0327972
7.0	9.0	0.108036
7.0	10.0	0.151128
8.0	9.0	0.061268
8.0	10.0	0.0933092
9.0	10.0	0.0462407
