QTL_ID	Freq	MutEffect

2.36489e+06	1.0	0.0195951
1.25639e+06	1.0	0.0231655
2.49163e+06	1.0	-0.0108254
2.10552e+06	1.0	-0.0354598
2.10066e+06	1.0	-0.0555695
65812.0	1.0	-0.100445
2.04682e+06	1.0	-0.0892481
858844.0	1.0	0.0863928
1.20453e+06	1.0	-0.0755983
492789.0	1.0	-0.0697611
1.27746e+06	1.0	0.0575345
1.64769e+06	1.0	0.0277767
117415.0	1.0	-0.0643512
774081.0	1.0	0.0281347
2.59297e+06	1.0	0.034657
162740.0	1.0	-0.0685818
1.57702e+06	1.0	-0.0583666
184537.0	1.0	0.0399284
1.86702e+06	1.0	0.103453
1.7169e+06	1.0	0.020527
1.14346e+06	1.0	-0.079376
1.89385e+06	1.0	-0.00133146
173147.0	1.0	-0.0594482
1.32862e+06	1.0	-0.0591767
790215.0	1.0	-0.0453312
2.30168e+06	1.0	-0.0319383
43188.0	1.0	0.0804726
1.2694e+06	1.0	0.0125517
2.57188e+06	1.0	-0.0347329
511797.0	1.0	0.053596
1.9158e+06	1.0	0.0248194
1.364e+06	1.0	0.0265685
1.13614e+06	1.0	-0.0256195
1.95045e+06	1.0	0.044535
2.25259e+06	1.0	0.0261709
565623.0	1.0	0.00682057
1.67015e+06	1.0	0.06128
427968.0	1.0	0.0739574
2.37834e+06	1.0	-0.0232812
690645.0	1.0	0.0520062
2.63553e+06	1.0	-0.0914173
1.73392e+06	1.0	-0.129364
93389.0	1.0	0.0116368
1.1503e+06	1.0	0.00400657
568500.0	1.0	-0.020258
487024.0	1.0	-0.0203359
433478.0	1.0	0.0210011
107185.0	1.0	0.0433054
1.0391e+06	1.0	-0.00744991
1.75436e+06	1.0	0.0470208
150365.0	1.0	-0.0197512
74448.0	1.0	0.066437
1.95069e+06	1.0	0.119582
2.07012e+06	0.827968	-0.00500727
1.85944e+06	0.609363	-0.0143539
2.57707e+06	0.543254	-0.0113128
2.26703e+06	0.534898	0.0372786
2.80192e+06	0.481568	0.0897162
2.74923e+06	0.432907	0.0044989
2.784e+06	0.424551	0.00125531
2.71696e+06	0.367166	0.00907568
2.74684e+06	0.324896	0.0390608
2.55747e+06	0.305603	0.0738977
2.68372e+06	0.298968	0.0447966
2.52603e+06	0.297985	-0.0506721
2.71482e+06	0.29737	-0.0703595
2.97332e+06	0.292455	0.00627329
3.01561e+06	0.23679	-0.00407084
3.02291e+06	0.23593	0.0796363
2.73184e+06	0.220816	0.0743118
2.89423e+06	0.206808	-0.0344463
2.88034e+06	0.120914	-0.00436273
3.00332e+06	0.117474	0.0630497
3.05545e+06	0.114893	-0.163948
3.00622e+06	0.112435	0.0569831
3.05482e+06	0.110101	-0.0422282
2.9905e+06	0.108258	-0.00462908
3.04373e+06	0.105554	0.00759699
3.06891e+06	0.104448	0.059567
1.82299e+06	0.100762	-0.0504566
3.0276e+06	0.097567	-0.0605068
3.06499e+06	0.0885967	0.0277587
3.06144e+06	0.079012	0.0946282
3.00406e+06	0.0786434	-0.11629
3.06104e+06	0.0786434	0.00820117
3.06856e+06	0.0753256	-0.197808
3.07427e+06	0.0726223	-0.0299551
3.07826e+06	0.0677071	0.0625378
3.07083e+06	0.0583681	0.105842
3.07995e+06	0.0549275	-0.183937
2.98892e+06	0.0516097	-0.0527564
3.0691e+06	0.0476776	0.0932773
3.07168e+06	0.0466945	0.125701
2.99836e+06	0.0453428	-0.0149557
3.08302e+06	0.0427623	-0.122276
3.07443e+06	0.0420251	0.181816
3.07699e+06	0.0401819	-0.170011
3.06708e+06	0.0383387	-0.164439
3.07689e+06	0.0374785	0.163557
3.03982e+06	0.0345294	-0.00235659
3.06602e+06	0.0337921	0.160356
3.08308e+06	0.0302286	-0.0414699
3.06148e+06	0.0289998	-0.151722
3.07327e+06	0.0286311	0.157804
3.07726e+06	0.0271565	0.0976873
2.94146e+06	0.026665	0.0501586
3.07967e+06	0.0265421	-0.116827
3.0434e+06	0.0243303	-0.185041
3.02369e+06	0.0243303	0.0444164
3.08367e+06	0.0233473	0.189959
3.03692e+06	0.0231015	0.0562698
3.08264e+06	0.0229786	-0.176571
3.05816e+06	0.0212583	-0.151697
3.08244e+06	0.0210125	-0.219507
2.9941e+06	0.0208897	-0.0784902
3.07732e+06	0.0200295	-0.215585
3.0833e+06	0.0196609	0.016064
3.07392e+06	0.0189236	0.122823
3.0838e+06	0.0181863	-0.0790531
3.06426e+06	0.0170804	-0.0768237
3.05861e+06	0.0168346	0.0334383
3.08003e+06	0.0159744	-0.261835
3.08507e+06	0.0148685	-0.095034
3.0391e+06	0.014377	-0.0230212
3.08306e+06	0.0142541	-0.22705
3.05392e+06	0.0141312	-0.0336816
3.07527e+06	0.0136397	0.0868034
3.07479e+06	0.0136397	-0.157417
3.0774e+06	0.0130253	0.100231
3.08525e+06	0.0127796	-0.144301
3.04418e+06	0.0127796	-0.00436331
3.08653e+06	0.0125338	-0.189592
3.08382e+06	0.0124109	0.418871
3.07275e+06	0.0119194	0.0351086
3.08668e+06	0.0115507	0.272746
3.03163e+06	0.011305	0.0913202
3.07912e+06	0.0104448	-0.0356865
3.0858e+06	0.0104448	0.0709631
3.05452e+06	0.0101991	-0.0484995
3.03636e+06	0.0100762	-0.044411
3.07946e+06	0.00995331	-0.18016
3.07931e+06	0.00983043	-0.192977
3.08239e+06	0.00970754	0.186416
3.08487e+06	0.00909314	-0.0567826
3.08626e+06	0.00860162	-0.0387112
3.08546e+06	0.00860162	-0.17459
3.08854e+06	0.00835586	0.0737301
3.08729e+06	0.0081101	0.0677281
3.08664e+06	0.00798722	0.0508425
3.08458e+06	0.00774146	0.155565
3.08012e+06	0.00761858	0.0866973
3.07813e+06	0.0074957	0.129424
3.08722e+06	0.00724994	-0.0356991
3.07989e+06	0.00712706	-0.00464435
3.08885e+06	0.00700418	-0.158206
3.08732e+06	0.00675842	0.000727897
3.0888e+06	0.00663554	-0.0191836
3.08963e+06	0.00651266	-0.0557114
2.96379e+06	0.0062669	0.0704419
3.08534e+06	0.00614402	-0.147644
3.08865e+06	0.00528385	0.205069
3.08996e+06	0.00528385	0.0491685
3.08968e+06	0.00528385	0.142778
3.08189e+06	0.00516097	-0.187617
3.08437e+06	0.00503809	0.0987053
3.08442e+06	0.00503809	-0.11987
3.09008e+06	0.00503809	0.230794
3.0813e+06	0.00479233	0.0800039
3.06936e+06	0.00454657	0.0131375
3.0871e+06	0.00454657	-0.207206
3.07923e+06	0.00442369	0.0863571
3.08962e+06	0.00417793	0.123418
3.07672e+06	0.00417793	-0.0614999
3.08985e+06	0.00393217	0.416274
3.07472e+06	0.00380929	-0.000137905
3.08832e+06	0.00368641	0.0967974
3.08903e+06	0.00368641	-0.0512639
3.08512e+06	0.00368641	-0.241122
3.08908e+06	0.00356353	-0.409251
3.08651e+06	0.00331777	-0.312269
3.08524e+06	0.00331777	-0.108888
3.09014e+06	0.00307201	0.373539
3.08978e+06	0.00307201	0.0032544
3.08797e+06	0.00307201	0.137927
3.08896e+06	0.00294913	-0.293726
3.08894e+06	0.00282625	0.407745
3.08069e+06	0.00282625	0.122357
3.09006e+06	0.00282625	0.162907
3.08855e+06	0.00282625	0.522061
3.08896e+06	0.00282625	0.0144527
3.08948e+06	0.00282625	0.180362
3.08928e+06	0.00282625	-0.219783
3.08591e+06	0.00270337	-0.206671
3.08576e+06	0.00270337	0.35715
3.08871e+06	0.00258049	0.134511
3.08588e+06	0.00258049	0.104168
3.09012e+06	0.00258049	-0.217396
3.08916e+06	0.00258049	-0.416276
3.09001e+06	0.00245761	-0.278853
3.08998e+06	0.00245761	-0.259123
3.0902e+06	0.00221185	0.506952
3.08073e+06	0.00221185	0.0128548
3.08829e+06	0.00221185	-0.0926084
3.07898e+06	0.00221185	-0.159868
3.09016e+06	0.00208897	0.0769133
3.08998e+06	0.00208897	0.1178
3.08926e+06	0.00196609	-0.0657304
3.08977e+06	0.00196609	-0.0215874
3.0744e+06	0.00196609	0.0383297
3.08895e+06	0.0018432	0.133809
3.09022e+06	0.0018432	0.10731
3.09008e+06	0.0018432	0.0751575
3.08527e+06	0.0018432	0.222553
3.08916e+06	0.0018432	-0.441223
3.09005e+06	0.00172032	0.151342
3.08748e+06	0.00172032	0.0341884
3.09013e+06	0.00159744	-0.0547432
