QTL_ID	PosInGenome	MutEffect	Freq	OriginTick

1.40747e+06	166885.0	-0.0189408	1.0	113846.0
983744.0	247921.0	0.0397523	1.0	79492.0
1.43214e+06	469661.0	0.027558	1.0	115847.0
254357.0	328922.0	0.0344424	1.0	20509.0
1.9041e+06	162712.0	-0.143243	1.0	154341.0
257091.0	119490.0	0.194317	1.0	20732.0
889846.0	469089.0	0.1186	1.0	71910.0
2.48125e+06	383945.0	0.0156114	1.0	201882.0
1.89558e+06	48518.0	0.00262563	1.0	153650.0
2.52118e+06	94995.0	-0.0706613	1.0	205166.0
246496.0	102638.0	-0.205735	1.0	19869.0
773170.0	494025.0	-0.0186531	1.0	62487.0
2.07317e+06	33399.0	-0.117267	1.0	168307.0
2.32263e+06	133836.0	0.0713616	1.0	188796.0
942767.0	468101.0	-0.140899	1.0	76180.0
502814.0	243702.0	0.0245299	1.0	40594.0
240843.0	309226.0	-0.0314444	1.0	19417.0
898321.0	126232.0	-0.0645703	1.0	72593.0
1.56068e+06	433052.0	-0.0534718	1.0	126282.0
86388.0	266855.0	0.0138013	1.0	6936.0
1.00145e+06	335005.0	-0.0254199	1.0	80941.0
985212.0	433794.0	-0.0717435	1.0	79615.0
1.01936e+06	119532.0	-0.0242323	1.0	82382.0
1.15356e+06	333182.0	0.0194767	1.0	93229.0
817212.0	378286.0	0.0591692	1.0	66047.0
1.28169e+06	278018.0	-0.0124763	1.0	103626.0
1.68815e+06	491238.0	0.0979189	1.0	136592.0
1.91694e+06	169402.0	0.216926	1.0	155399.0
196958.0	464433.0	-0.0386058	1.0	15882.0
2.53828e+06	395972.0	-0.051784	1.0	206567.0
2.34575e+06	411009.0	0.0484668	1.0	190683.0
700946.0	44096.0	0.0348564	1.0	56604.0
610145.0	438112.0	-0.150538	1.0	49255.0
1.09476e+06	295453.0	-0.00518759	1.0	88506.0
1.90293e+06	391775.0	-0.0589223	1.0	154245.0
33283.0	72524.0	-0.0184942	1.0	2661.0
1.05927e+06	62120.0	0.00368813	1.0	85617.0
2.57478e+06	419390.0	0.0828315	1.0	209573.0
1.31163e+06	331850.0	0.0292953	1.0	106070.0
472710.0	474636.0	-0.0176914	1.0	38148.0
1.0356e+06	146163.0	0.0883561	1.0	83692.0
42867.0	126968.0	-0.0038869	1.0	3441.0
1.09719e+06	257280.0	0.0488384	1.0	88703.0
1.20652e+06	444413.0	0.137011	1.0	97509.0
1.3589e+06	168029.0	0.013096	1.0	109908.0
2.48214e+06	480750.0	-0.0237234	1.0	201951.0
181166.0	30865.0	0.0487672	1.0	14617.0
27428.0	68837.0	0.0556073	1.0	2191.0
2.46499e+06	387513.0	0.0846163	1.0	200545.0
15957.0	286651.0	-0.0165927	1.0	1283.0
528410.0	58117.0	0.00388253	1.0	42657.0
1.3618e+06	20424.0	-0.0513321	1.0	110139.0
550370.0	449874.0	0.0591034	1.0	44425.0
2.30569e+06	431427.0	0.219647	0.904519	187393.0
2.37531e+06	443782.0	-0.245268	0.903526	193113.0
2.58564e+06	187280.0	-0.0537973	0.884529	210483.0
2.41187e+06	294988.0	0.0269519	0.882046	196117.0
2.3471e+06	106772.0	0.0536215	0.858952	190794.0
2.19264e+06	329453.0	0.0313013	0.848522	178144.0
2.29661e+06	333875.0	-0.136854	0.848522	186650.0
2.73499e+06	50162.0	0.0992638	0.838341	222698.0
1.94734e+06	316549.0	0.0833401	0.818103	157915.0
2.38203e+06	462703.0	-0.0368588	0.803328	193675.0
2.16913e+06	145993.0	0.148725	0.627763	176227.0
2.52851e+06	149663.0	-0.117617	0.627142	205770.0
2.90439e+06	479989.0	-0.00919592	0.626893	236554.0
2.54901e+06	25539.0	0.027029	0.624162	207449.0
2.69159e+06	437705.0	0.00759046	0.577725	219154.0
2.8354e+06	444738.0	-0.033414	0.570151	230930.0
2.79474e+06	23500.0	0.0452231	0.558853	227596.0
2.91031e+06	262227.0	-0.0564049	0.519369	237043.0
2.28378e+06	307508.0	0.0459171	0.479141	185599.0
2.7954e+06	178656.0	0.0206198	0.379066	227648.0
2.93706e+06	316904.0	-0.0419508	0.334865	239237.0
2.45983e+06	320775.0	0.0369586	0.331761	200127.0
2.88305e+06	26131.0	-0.0817094	0.293519	234810.0
2.98904e+06	50162.0	-0.104939	0.287311	243492.0
2.82841e+06	85990.0	0.0257802	0.284827	230354.0
3.03104e+06	486488.0	0.0241413	0.280233	246925.0
3.0368e+06	190834.0	-0.0703127	0.256519	247399.0
3.00871e+06	70397.0	0.0517145	0.232555	245084.0
3.00087e+06	348500.0	-0.0133042	0.193941	244448.0
1.79974e+06	318953.0	0.086531	0.182021	145779.0
