Region	Region	Fst

1.0	2.0	0.0491571
1.0	3.0	0.0521986
1.0	4.0	0.149491
1.0	5.0	0.218409
1.0	6.0	0.223012
1.0	7.0	0.391425
1.0	8.0	0.494617
1.0	9.0	0.569469
1.0	10.0	0.560146
2.0	3.0	0.0414385
2.0	4.0	0.142414
2.0	5.0	0.190176
2.0	6.0	0.202986
2.0	7.0	0.362798
2.0	8.0	0.456041
2.0	9.0	0.531148
2.0	10.0	0.525567
3.0	4.0	0.0623037
3.0	5.0	0.129306
3.0	6.0	0.129278
3.0	7.0	0.296992
3.0	8.0	0.404522
3.0	9.0	0.485369
3.0	10.0	0.482267
4.0	5.0	0.0615005
4.0	6.0	0.0849636
4.0	7.0	0.267572
4.0	8.0	0.376397
4.0	9.0	0.457654
4.0	10.0	0.454972
5.0	6.0	0.0319144
5.0	7.0	0.161914
5.0	8.0	0.252936
5.0	9.0	0.327646
5.0	10.0	0.33511
6.0	7.0	0.104093
6.0	8.0	0.214949
6.0	9.0	0.30273
6.0	10.0	0.3146
7.0	8.0	0.047278
7.0	9.0	0.147542
7.0	10.0	0.196479
8.0	9.0	0.071077
8.0	10.0	0.134612
9.0	10.0	0.0496788
