Region	Region	Fst

1.0	2.0	0.0436373
1.0	3.0	0.110485
1.0	4.0	0.155969
1.0	5.0	0.293415
1.0	6.0	0.394179
1.0	7.0	0.35887
1.0	8.0	0.374261
1.0	9.0	0.410387
1.0	10.0	0.426511
2.0	3.0	0.0529957
2.0	4.0	0.104546
2.0	5.0	0.221264
2.0	6.0	0.310305
2.0	7.0	0.284152
2.0	8.0	0.294482
2.0	9.0	0.338778
2.0	10.0	0.355717
3.0	4.0	0.0450632
3.0	5.0	0.134545
3.0	6.0	0.220244
3.0	7.0	0.200769
3.0	8.0	0.211492
3.0	9.0	0.250893
3.0	10.0	0.268354
4.0	5.0	0.077216
4.0	6.0	0.162419
4.0	7.0	0.131571
4.0	8.0	0.155021
4.0	9.0	0.200804
4.0	10.0	0.21355
5.0	6.0	0.0506934
5.0	7.0	0.0814943
5.0	8.0	0.145452
5.0	9.0	0.182452
5.0	10.0	0.194571
6.0	7.0	0.049591
6.0	8.0	0.129127
6.0	9.0	0.175052
6.0	10.0	0.183372
7.0	8.0	0.0479804
7.0	9.0	0.0901112
7.0	10.0	0.101093
8.0	9.0	0.0625387
8.0	10.0	0.0937487
9.0	10.0	0.0069907
