Region	Region	Fst

1.0	2.0	0.04749
1.0	3.0	0.0796456
1.0	4.0	0.290936
1.0	5.0	0.382476
1.0	6.0	0.370681
1.0	7.0	0.407643
1.0	8.0	0.491611
1.0	9.0	0.550349
1.0	10.0	0.567449
2.0	3.0	0.017475
2.0	4.0	0.222229
2.0	5.0	0.314633
2.0	6.0	0.303975
2.0	7.0	0.338468
2.0	8.0	0.428444
2.0	9.0	0.494164
2.0	10.0	0.511127
3.0	4.0	0.163248
3.0	5.0	0.248262
3.0	6.0	0.248638
3.0	7.0	0.288643
3.0	8.0	0.376474
3.0	9.0	0.445487
3.0	10.0	0.46909
4.0	5.0	0.0426133
4.0	6.0	0.0790864
4.0	7.0	0.147136
4.0	8.0	0.259396
4.0	9.0	0.32669
4.0	10.0	0.349237
5.0	6.0	0.0515925
5.0	7.0	0.120579
5.0	8.0	0.243366
5.0	9.0	0.31058
5.0	10.0	0.334355
6.0	7.0	0.0565059
6.0	8.0	0.130465
6.0	9.0	0.19647
6.0	10.0	0.220509
7.0	8.0	0.0698446
7.0	9.0	0.143491
7.0	10.0	0.151641
8.0	9.0	0.0413035
8.0	10.0	0.0655977
9.0	10.0	0.0422435
