Region	Region	Fst

1.0	2.0	0.069425
1.0	3.0	0.139406
1.0	4.0	0.14002
1.0	5.0	0.18595
1.0	6.0	0.207537
1.0	7.0	0.248759
1.0	8.0	0.275745
1.0	9.0	0.328529
1.0	10.0	0.366816
2.0	3.0	0.0558573
2.0	4.0	0.107513
2.0	5.0	0.195574
2.0	6.0	0.201774
2.0	7.0	0.237564
2.0	8.0	0.289755
2.0	9.0	0.350251
2.0	10.0	0.397051
3.0	4.0	0.0474255
3.0	5.0	0.141939
3.0	6.0	0.141455
3.0	7.0	0.18296
3.0	8.0	0.245352
3.0	9.0	0.327976
3.0	10.0	0.382148
4.0	5.0	0.0367429
4.0	6.0	0.070756
4.0	7.0	0.138412
4.0	8.0	0.17255
4.0	9.0	0.268855
4.0	10.0	0.331784
5.0	6.0	0.0318732
5.0	7.0	0.114223
5.0	8.0	0.12353
5.0	9.0	0.237541
5.0	10.0	0.305742
6.0	7.0	0.0583379
6.0	8.0	0.0831411
6.0	9.0	0.211295
6.0	10.0	0.283254
7.0	8.0	0.0541483
7.0	9.0	0.160654
7.0	10.0	0.227026
8.0	9.0	0.0578685
8.0	10.0	0.127087
9.0	10.0	0.0410403
