Region	Region	Fst

1.0	2.0	0.0467148
1.0	3.0	0.100032
1.0	4.0	0.167197
1.0	5.0	0.205224
1.0	6.0	0.32966
1.0	7.0	0.317657
1.0	8.0	0.275447
1.0	9.0	0.334667
1.0	10.0	0.394039
2.0	3.0	0.0348541
2.0	4.0	0.106752
2.0	5.0	0.15293
2.0	6.0	0.276084
2.0	7.0	0.260973
2.0	8.0	0.237224
2.0	9.0	0.304265
2.0	10.0	0.363366
3.0	4.0	0.0641319
3.0	5.0	0.117927
3.0	6.0	0.261865
3.0	7.0	0.242094
3.0	8.0	0.217161
3.0	9.0	0.282559
3.0	10.0	0.334274
4.0	5.0	0.0302679
4.0	6.0	0.159024
4.0	7.0	0.153304
4.0	8.0	0.154557
4.0	9.0	0.227337
4.0	10.0	0.274843
5.0	6.0	0.0985219
5.0	7.0	0.0986103
5.0	8.0	0.0994192
5.0	9.0	0.177351
5.0	10.0	0.232245
6.0	7.0	0.0228423
6.0	8.0	0.0837711
6.0	9.0	0.148426
6.0	10.0	0.210505
7.0	8.0	0.0554543
7.0	9.0	0.111259
7.0	10.0	0.183532
8.0	9.0	0.033513
8.0	10.0	0.105553
9.0	10.0	0.0433451
