Region	Region	Fst

1.0	2.0	0.0814741
1.0	3.0	0.122393
1.0	4.0	0.254852
1.0	5.0	0.267562
1.0	6.0	0.271035
1.0	7.0	0.361403
1.0	8.0	0.383269
1.0	9.0	0.425277
1.0	10.0	0.423889
2.0	3.0	0.0767624
2.0	4.0	0.188238
2.0	5.0	0.239436
2.0	6.0	0.243535
2.0	7.0	0.32725
2.0	8.0	0.35233
2.0	9.0	0.387827
2.0	10.0	0.385703
3.0	4.0	0.170545
3.0	5.0	0.217544
3.0	6.0	0.222811
3.0	7.0	0.297636
3.0	8.0	0.3092
3.0	9.0	0.34475
3.0	10.0	0.342582
4.0	5.0	0.100968
4.0	6.0	0.13415
4.0	7.0	0.174975
4.0	8.0	0.251784
4.0	9.0	0.278016
4.0	10.0	0.282623
5.0	6.0	0.0636054
5.0	7.0	0.116002
5.0	8.0	0.16639
5.0	9.0	0.212443
5.0	10.0	0.202364
6.0	7.0	0.044155
6.0	8.0	0.0739229
6.0	9.0	0.120982
6.0	10.0	0.110477
7.0	8.0	0.0318059
7.0	9.0	0.0714286
7.0	10.0	0.0751405
8.0	9.0	0.0247628
8.0	10.0	0.0291356
9.0	10.0	0.0236413
