Region	Region	Fst

1.0	2.0	0.0764377
1.0	3.0	0.11612
1.0	4.0	0.146535
1.0	5.0	0.189766
1.0	6.0	0.214435
1.0	7.0	0.308969
1.0	8.0	0.306027
1.0	9.0	0.427099
1.0	10.0	0.484553
2.0	3.0	0.0289179
2.0	4.0	0.0633876
2.0	5.0	0.112661
2.0	6.0	0.133637
2.0	7.0	0.222823
2.0	8.0	0.220584
2.0	9.0	0.324021
2.0	10.0	0.384304
3.0	4.0	0.0543769
3.0	5.0	0.134565
3.0	6.0	0.153506
3.0	7.0	0.236935
3.0	8.0	0.22607
3.0	9.0	0.338804
3.0	10.0	0.406031
4.0	5.0	0.045249
4.0	6.0	0.121056
4.0	7.0	0.196466
4.0	8.0	0.201966
4.0	9.0	0.291636
4.0	10.0	0.349179
5.0	6.0	0.0499323
5.0	7.0	0.093317
5.0	8.0	0.126412
5.0	9.0	0.193599
5.0	10.0	0.242548
6.0	7.0	0.0327041
6.0	8.0	0.0699436
6.0	9.0	0.126138
6.0	10.0	0.178255
7.0	8.0	0.0380227
7.0	9.0	0.0855055
7.0	10.0	0.13733
8.0	9.0	0.043
8.0	10.0	0.138781
9.0	10.0	0.0571943
