QTL_ID	PosInGenome	MutEffect	Freq	OriginTick

1.75304e+06	110164.0	0.00709618	1.0	141838.0
708988.0	420288.0	0.00113827	1.0	57241.0
365459.0	397212.0	0.0299153	1.0	29430.0
1.93011e+06	69882.0	-0.0101751	1.0	156209.0
1.89568e+06	145542.0	0.0547997	1.0	153452.0
2.36306e+06	178278.0	-0.00328606	1.0	191202.0
858379.0	205645.0	-0.0885962	1.0	69308.0
1.76761e+06	66899.0	-0.139019	1.0	143015.0
1.68093e+06	254323.0	0.0887482	1.0	135956.0
1.13144e+06	361352.0	0.00686625	1.0	91396.0
1.64227e+06	142243.0	0.0630996	1.0	132818.0
175621.0	107341.0	-0.00777219	1.0	14045.0
343742.0	339182.0	0.100976	1.0	27660.0
843870.0	465429.0	-0.0452841	1.0	68120.0
953693.0	50082.0	-0.0600751	1.0	77030.0
2.06052e+06	145819.0	-0.0825008	1.0	166760.0
1.08683e+06	390590.0	0.10073	1.0	87772.0
2.48928e+06	369608.0	0.098374	1.0	201430.0
944444.0	116337.0	0.0564618	1.0	76291.0
2.05376e+06	379287.0	-0.0918215	1.0	166219.0
203586.0	323571.0	-0.082138	1.0	16319.0
629751.0	194311.0	-0.054712	1.0	50827.0
1.68212e+06	13156.0	0.0255633	1.0	136047.0
2.39519e+06	116504.0	-0.0329974	1.0	193798.0
1.20898e+06	491850.0	-0.0691497	1.0	97711.0
2.48535e+06	430727.0	0.0600227	1.0	201117.0
926644.0	302231.0	0.0746403	1.0	74828.0
249559.0	351430.0	0.0410214	1.0	20051.0
1.2948e+06	471724.0	-0.0374894	1.0	104711.0
985478.0	233271.0	0.0213883	1.0	79610.0
2.79572e+06	491.0	0.0183366	1.0	226186.0
2.24041e+06	337948.0	-0.0082	1.0	181284.0
2.27648e+06	72443.0	-0.0394987	1.0	184202.0
748904.0	463758.0	0.0302141	1.0	60469.0
1.18698e+06	416696.0	-0.0369803	1.0	95929.0
175846.0	377108.0	0.000318865	1.0	14063.0
976141.0	324673.0	-0.0564872	1.0	78848.0
1.79964e+06	361823.0	-0.0109314	1.0	145616.0
1.01501e+06	215117.0	0.0430982	1.0	81995.0
938211.0	220491.0	-0.0373974	1.0	75788.0
2.25655e+06	379895.0	0.0694518	0.997539	182573.0
2.57749e+06	199257.0	-0.0332951	0.960876	208562.0
2.3933e+06	402132.0	0.00787718	0.82997	193648.0
2.92413e+06	116324.0	-0.0488024	0.691191	236586.0
2.37503e+06	387013.0	0.0402902	0.669537	192172.0
2.82631e+06	211228.0	0.0407615	0.618971	228646.0
2.65812e+06	219144.0	0.0321084	0.605561	215105.0
2.55985e+06	253724.0	0.051825	0.598671	207129.0
2.81568e+06	326533.0	0.0462481	0.571727	227783.0
2.6988e+06	22380.0	0.0296615	0.547244	218384.0
1.99106e+06	282751.0	-0.0168927	0.502953	161156.0
2.7151e+06	283340.0	-0.150866	0.502953	219695.0
1.90215e+06	278757.0	0.0402052	0.502953	153975.0
2.7058e+06	290848.0	0.0812822	0.502953	218948.0
2.90941e+06	12146.0	0.00133772	0.500615	235391.0
2.58718e+06	276657.0	-0.0674147	0.497047	209339.0
1.9088e+06	284364.0	0.0264806	0.497047	154506.0
1.76023e+06	283182.0	0.0238966	0.497047	142427.0
1.79437e+06	278919.0	-5.70359e-05	0.497047	145183.0
2.94312e+06	244943.0	0.0855176	0.38312	238130.0
2.95564e+06	249815.0	-0.140898	0.38312	239157.0
2.9243e+06	201328.0	0.0400749	0.38189	236600.0
3.01938e+06	192148.0	0.0568492	0.340797	244282.0
2.88671e+06	22617.0	0.0939055	0.329724	233569.0
2.87608e+06	341935.0	-0.138833	0.279897	232696.0
2.90995e+06	241907.0	0.0672262	0.257259	235435.0
2.99119e+06	325440.0	0.0752166	0.25689	242018.0
2.56842e+06	186480.0	-0.0970777	0.249385	207821.0
2.64207e+06	155621.0	-0.0147035	0.248401	213788.0
