Region	Region	Fst

1.0	2.0	0.019934
1.0	3.0	0.122918
1.0	4.0	0.14738
1.0	5.0	0.21326
1.0	6.0	0.234986
1.0	7.0	0.327028
1.0	8.0	0.395046
1.0	9.0	0.43978
1.0	10.0	0.451845
2.0	3.0	0.0978954
2.0	4.0	0.126549
2.0	5.0	0.189291
2.0	6.0	0.219037
2.0	7.0	0.303528
2.0	8.0	0.375265
2.0	9.0	0.421826
2.0	10.0	0.433494
3.0	4.0	0.0841056
3.0	5.0	0.175726
3.0	6.0	0.182542
3.0	7.0	0.254014
3.0	8.0	0.344333
3.0	9.0	0.419034
3.0	10.0	0.416594
4.0	5.0	0.042107
4.0	6.0	0.0771024
4.0	7.0	0.167358
4.0	8.0	0.224741
4.0	9.0	0.293578
4.0	10.0	0.295349
5.0	6.0	0.0371752
5.0	7.0	0.121982
5.0	8.0	0.161649
5.0	9.0	0.216973
5.0	10.0	0.227614
6.0	7.0	0.0557149
6.0	8.0	0.102699
6.0	9.0	0.166929
6.0	10.0	0.182574
7.0	8.0	0.0479569
7.0	9.0	0.13458
7.0	10.0	0.140438
8.0	9.0	0.0544227
8.0	10.0	0.0917805
9.0	10.0	0.0607705
