Region	Region	Fst

1.0	2.0	0.0338477
1.0	3.0	0.131146
1.0	4.0	0.215025
1.0	5.0	0.261673
1.0	6.0	0.302039
1.0	7.0	0.352546
1.0	8.0	0.442696
1.0	9.0	0.425263
1.0	10.0	0.471506
2.0	3.0	0.0545381
2.0	4.0	0.153326
2.0	5.0	0.212587
2.0	6.0	0.269524
2.0	7.0	0.330637
2.0	8.0	0.419925
2.0	9.0	0.403486
2.0	10.0	0.450871
3.0	4.0	0.0668287
3.0	5.0	0.133174
3.0	6.0	0.208393
3.0	7.0	0.28132
3.0	8.0	0.370693
3.0	9.0	0.347793
3.0	10.0	0.399079
4.0	5.0	0.042429
4.0	6.0	0.132706
4.0	7.0	0.189866
4.0	8.0	0.263815
4.0	9.0	0.232664
4.0	10.0	0.270858
5.0	6.0	0.0523976
5.0	7.0	0.124031
5.0	8.0	0.213582
5.0	9.0	0.182173
5.0	10.0	0.242659
6.0	7.0	0.0471816
6.0	8.0	0.163003
6.0	9.0	0.155156
6.0	10.0	0.243073
7.0	8.0	0.0567932
7.0	9.0	0.0744051
7.0	10.0	0.157741
8.0	9.0	0.0291877
8.0	10.0	0.0853849
9.0	10.0	0.0417019
