Region	Region	Fst

1.0	2.0	0.116268
1.0	3.0	0.171515
1.0	4.0	0.186556
1.0	5.0	0.23518
1.0	6.0	0.233076
1.0	7.0	0.23456
1.0	8.0	0.271266
1.0	9.0	0.275179
1.0	10.0	0.343865
2.0	3.0	0.0171689
2.0	4.0	0.0910514
2.0	5.0	0.192945
2.0	6.0	0.210707
2.0	7.0	0.235034
2.0	8.0	0.262137
2.0	9.0	0.282954
2.0	10.0	0.382366
3.0	4.0	0.0695262
3.0	5.0	0.184976
3.0	6.0	0.212246
3.0	7.0	0.23626
3.0	8.0	0.258263
3.0	9.0	0.282272
3.0	10.0	0.384939
4.0	5.0	0.0722364
4.0	6.0	0.118183
4.0	7.0	0.179596
4.0	8.0	0.219542
4.0	9.0	0.225765
4.0	10.0	0.315066
5.0	6.0	0.0141243
5.0	7.0	0.109956
5.0	8.0	0.174869
5.0	9.0	0.16091
5.0	10.0	0.269013
6.0	7.0	0.0740564
6.0	8.0	0.145569
6.0	9.0	0.147172
6.0	10.0	0.278025
7.0	8.0	0.024924
7.0	9.0	0.0594546
7.0	10.0	0.177797
8.0	9.0	0.0453542
8.0	10.0	0.157895
9.0	10.0	0.0740668
