Region	Region	Fst

1.0	2.0	0.0289876
1.0	3.0	0.0428276
1.0	4.0	0.124322
1.0	5.0	0.170811
1.0	6.0	0.162408
1.0	7.0	0.220761
1.0	8.0	0.258587
1.0	9.0	0.301453
1.0	10.0	0.290766
2.0	3.0	0.047173
2.0	4.0	0.121713
2.0	5.0	0.180675
2.0	6.0	0.18826
2.0	7.0	0.242775
2.0	8.0	0.280027
2.0	9.0	0.328969
2.0	10.0	0.319298
3.0	4.0	0.0924635
3.0	5.0	0.160667
3.0	6.0	0.164683
3.0	7.0	0.221598
3.0	8.0	0.262467
3.0	9.0	0.296625
3.0	10.0	0.294835
4.0	5.0	0.0464218
4.0	6.0	0.0779932
4.0	7.0	0.11725
4.0	8.0	0.154841
4.0	9.0	0.207325
4.0	10.0	0.201542
5.0	6.0	0.0255408
5.0	7.0	0.0674981
5.0	8.0	0.115933
5.0	9.0	0.188562
5.0	10.0	0.191758
6.0	7.0	0.0282573
6.0	8.0	0.0851338
6.0	9.0	0.156597
6.0	10.0	0.162857
7.0	8.0	0.0298806
7.0	9.0	0.10247
7.0	10.0	0.126002
8.0	9.0	0.0373876
8.0	10.0	0.0672963
9.0	10.0	0.0200259
