Region	Region	Fst

1.0	2.0	0.0188945
1.0	3.0	0.108627
1.0	4.0	0.199175
1.0	5.0	0.271357
1.0	6.0	0.275771
1.0	7.0	0.293097
1.0	8.0	0.31937
1.0	9.0	0.357075
1.0	10.0	0.391652
2.0	3.0	0.054901
2.0	4.0	0.142663
2.0	5.0	0.216322
2.0	6.0	0.221145
2.0	7.0	0.233153
2.0	8.0	0.260516
2.0	9.0	0.299408
2.0	10.0	0.340729
3.0	4.0	0.0604688
3.0	5.0	0.172554
3.0	6.0	0.159672
3.0	7.0	0.160296
3.0	8.0	0.207966
3.0	9.0	0.265739
3.0	10.0	0.311435
4.0	5.0	0.0778968
4.0	6.0	0.127434
4.0	7.0	0.164469
4.0	8.0	0.188571
4.0	9.0	0.235261
4.0	10.0	0.259331
5.0	6.0	0.0944891
5.0	7.0	0.165377
5.0	8.0	0.177734
5.0	9.0	0.21153
5.0	10.0	0.244103
6.0	7.0	0.0638868
6.0	8.0	0.135202
6.0	9.0	0.197284
6.0	10.0	0.234019
7.0	8.0	0.0672303
7.0	9.0	0.147273
7.0	10.0	0.220363
8.0	9.0	0.0391907
8.0	10.0	0.119813
9.0	10.0	0.0821305
